ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_ECR,fy_start,fy_end,Notes,EEContribution_StartDate,EEContribution_EndDate,EEContribution_TenureStart,EEContribution_TenureEnd,EEContribution_SalaryStart,EEContribution_SalaryEnd,EEContribution_Rate,EEContribution_PercentReqCont,EEContribution_PercentNC,EEContribution_RefundRate,EEContribution_LinkedRefund,EEContribution_MaxDiff,fy
71,New Jersey PERS,2,General Local Employees,5,,10,2012,9999,,  7/1/2013, 6/29/2014,2,9999,,,.0707142857142857,,,.079,,,2014
71,New Jersey PERS,2,General Local Employees,5,,11,2012,9999,,  7/1/2014, 6/29/2015,1,2,,,.0721428571428572,,,,,,2014
71,New Jersey PERS,2,General Local Employees,5,,12,2012,9999,,  7/1/2014, 6/29/2015,2,9999,,,.0735714285714286,,,.079,,,2014
71,New Jersey PERS,2,General Local Employees,5,,13,2012,9999,,  7/1/2015, 6/29/2016,1,2,,,.075,,,,,,2014
71,New Jersey PERS,2,General Local Employees,5,,14,2012,9999,,  7/1/2015, 6/29/2016,2,9999,,,.0764285714285715,,,.079,,,2014
71,New Jersey PERS,2,General Local Employees,5,,15,2012,9999,,  7/1/2016, 6/29/2017,1,2,,,.0778571428571429,,,,,,2014
71,New Jersey PERS,2,General Local Employees,5,,16,2012,9999,,  7/1/2016, 6/29/2017,2,9999,,,.0792857142857143,,,.079,,,2014
71,New Jersey PERS,2,General Local Employees,5,,17,2012,9999,,  7/1/2017, 6/29/2018,1,2,,,.0807142857142858,,,,,,2014
71,New Jersey PERS,2,General Local Employees,5,,18,2012,9999,,  7/1/2017, 6/29/2018,2,9999,,,.0821428571428572,,,.079,,,2014
71,New Jersey PERS,2,General Local Employees,5,,19,2012,9999,,  7/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
71,New Jersey PERS,2,General Local Employees,5,,20,2012,9999,,  7/1/2018,  1/1/8000,2,9999,,,.085,,,.079,,,2014
72,New Jersey Police and Fire,1,ALL,1,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,1,ALL,1,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,1,ALL,2,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,1,ALL,2,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,1,ALL,3,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,1,ALL,3,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,1,ALL,4,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,1,ALL,4,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,1,ALL,5,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,1,ALL,5,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,2,ALL,1,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,2,ALL,1,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,2,ALL,2,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,2,ALL,2,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,2,ALL,3,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,2,ALL,3,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,2,ALL,4,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,2,ALL,4,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
72,New Jersey Police and Fire,2,ALL,5,,1,2012,9999,,1/1/1800, 9/30/2010,,,,,.085,,,,,,2014
72,New Jersey Police and Fire,2,ALL,5,,2,2012,9999,, 10/1/2010,  1/1/8000,,,,,.1,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,1,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,1,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,2,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,2,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,3,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,3,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,4,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,4,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,5,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,5,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,1,2012,9999,, 10/1/2011, 9/30/2012,1,2,,,.065,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,2,2012,9999,, 10/1/2011, 9/30/2012,2,9999,,,.065,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,3,2012,9999,, 10/1/2012, 9/30/2013,1,2,,,.0664285714285714,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,4,2012,9999,, 10/1/2012, 9/30/2013,2,9999,,,.0678571428571429,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,5,2012,9999,, 10/1/2013, 9/30/2014,1,2,,,.0692857142857143,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,6,2012,9999,, 10/1/2013, 9/30/2014,2,9999,,,.0707142857142857,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,7,2012,9999,, 10/1/2014, 9/30/2015,1,2,,,.0721428571428572,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,8,2012,9999,, 10/1/2014, 9/30/2015,2,9999,,,.0735714285714286,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,9,2012,9999,, 10/1/2015, 9/30/2016,1,2,,,.075,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,10,2012,9999,, 10/1/2015, 9/30/2016,2,9999,,,.0764285714285715,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,11,2012,9999,, 10/1/2016, 9/30/2017,1,2,,,.0778571428571429,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,12,2012,9999,, 10/1/2016, 9/30/2017,2,9999,,,.0792857142857143,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,13,2012,9999,, 10/1/2017, 9/30/2018,1,2,,,.0807142857142858,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,14,2012,9999,, 10/1/2017, 9/30/2018,2,9999,,,.0821428571428572,,,.02,,,2014
73,New Jersey Teachers,0,ALL,6,,15,2012,9999,, 10/1/2018,  1/1/8000,1,2,,,.0835714285714286,,,,,,2014
73,New Jersey Teachers,0,ALL,6,,16,2012,9999,, 10/1/2018,  1/1/8000,2,9999,,,.085,,,.02,,,2014
74,New Mexico PERA,1,State General,1,All Tiers,1,2014,9999,,,,,,,,.0892,,,.02,,,2014
74,New Mexico PERA,1,State General,2,All Tiers,1,2014,9999,,,,,,,,.0892,,,.02,,,2014
74,New Mexico PERA,2,State Police,1,All Tiers,1,2014,9999,,,,,,,,.091,,,.02,,,2014
74,New Mexico PERA,2,State Police,2,All Tiers,1,2014,9999,,,,,,,,.091,,,.02,,,2014
74,New Mexico PERA,3,Municipal General Plan 2,1,All Tiers,1,2014,9999,,,,,,,,.1065,,,.02,,,2014
74,New Mexico PERA,3,Municipal General Plan 2,2,All Tiers,1,2014,9999,,,,,,,,.1065,,,.02,,,2014
74,New Mexico PERA,4,Municipal General Plan 3,1,All Tiers,1,2014,9999,,,,,,,,.1465,,,.02,,,2014
74,New Mexico PERA,4,Municipal General Plan 3,2,All Tiers,1,2014,9999,,,,,,,,.1465,,,.02,,,2014
74,New Mexico PERA,5,Municipal Police,1,All Tiers,1,2014,9999,,,,,,,,.085,,,.02,,,2014
74,New Mexico PERA,5,Municipal Police,2,All Tiers,1,2014,9999,,,,,,,,.085,,,.02,,,2014
74,New Mexico PERA,6,Municipal Fire,1,All Tiers,1,2014,9999,,,,,,,,.095,,,.02,,,2014
74,New Mexico PERA,6,Municipal Fire,2,All Tiers,1,2014,9999,,,,,,,,.095,,,.02,,,2014
75,New Mexico Teachers,0,All Employees,1,,1,2014,9999,,,,,,,,.107,,,,,,2014
75,New Mexico Teachers,0,All Employees,2,,1,2014,9999,,,,,,,,.107,,,,,,2014
75,New Mexico Teachers,0,All Employees,3,,1,2014,9999,,,,,,,,.107,,,,,,2014
76,New York City ERS,1,General,1,Tier 3 (1976-1983),1,2014,9999,,,,,,,,.03,,,.03,,,2014
76,New York City ERS,1,General,2,Tier 4 (1983-2012),1,2014,9999,,,,,,,,.03,,,.03,,,2014
76,New York City ERS,1,General,3,Tier 6 (2012+,1,2014,9999,,,,,,0,99.90000000000001,.03,,,.03,,,2014
76,New York City ERS,1,General,3,Tier 6 (2012+,2,2014,9999,,,,,,100,9999,.06,,,.03,,,2014
76,New York City ERS,2,Chapter 96,0,All Tiers,1,2014,9999,,,,,,,,.03,,,.03,,,2014
76,New York City ERS,3,Transit,1,Tier 4 (1983-2012),1,2014,9999,,,,,,,,.02,,,.03,,,2014
76,New York City ERS,3,Transit,2,Tier 6 (2012+,1,2014,9999,,,,,,0,99.90000000000001,.03,,,.03,,,2014
76,New York City ERS,3,Transit,2,Tier 6 (2012+,2,2014,9999,,,,,,100,9999,.06,,,.03,,,2014
77,New York City Teachers,1,Basic,1,Tier I (pre 1973),1,2014,9999,Could not find employee contribution rate for Tier I.  Assumed same as Tier II. ,,,,,,,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,2,Tier II (1973-1976),1,2014,9999,,,,,,,,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,3,Tier III (1976-1983),1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,3,Tier III (1976-1983),2,2014,9999,,,,11,9999,,,0,,,,,,2014
77,New York City Teachers,1,Basic,4,Tier IVA,1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,4,Tier IVA,2,2014,9999,,,,11,9999,,,0,,,,,,2014
77,New York City Teachers,1,Basic,5,Tier IVB,1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,5,Tier IVB,2,2014,9999,,,,11,9999,,,0,,,,,,2014
77,New York City Teachers,1,Basic,6,Tier VI (2012+),1,2014,9999,See linear interpolation in Excel file in bulk. ,,,,,0,54.999,.03,,,.05,,,2014
77,New York City Teachers,1,Basic,6,Tier VI (2012+),2,2014,9999,See linear interpolation in Excel file in bulk. ,,,,,55,72.999,.04,,,.05,,,2014
77,New York City Teachers,1,Basic,6,Tier VI (2012+),3,2014,9999,See linear interpolation in Excel file in bulk. ,,,,,73,90.999,.05,,,.05,,,2014
77,New York City Teachers,1,Basic,6,Tier VI (2012+),4,2014,9999,See linear interpolation in Excel file in bulk. ,,,,,91,9999,.06,,,.05,,,2014
77,New York City Teachers,2,55 Plan,1,Tier III - Automatically 55/25 provisions,1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
77,New York City Teachers,2,55 Plan,1,Tier III - Automatically 55/25 provisions,2,2014,9999,,,,11,9999,,,0,,,,,,2014
77,New York City Teachers,2,55 Plan,2,Tier IVA - 55/25 provisions,1,2014,9999,,,,1,24,,,.0485,,,.05,,,2014
77,New York City Teachers,2,55 Plan,2,Tier IVA - 55/25 provisions,2,2014,9999,,,,25,9999,,,0,,,,,,2014
77,New York City Teachers,2,55 Plan,3,Tier IVB - 55/27 provisions,1,2014,9999,,,,1,26,,,.0485,,,.05,,,2014
77,New York City Teachers,2,55 Plan,3,Tier IVB - 55/27 provisions,2,2014,9999,,,,27,9999,,,0,,,,,,2014
77,New York City Teachers,2,55 Plan,4,Tier IVC - 55/27 provisions 2010+,1,2014,9999,,,,1,26,,,.0485,,,.05,,,2014
77,New York City Teachers,2,55 Plan,4,Tier IVC - 55/27 provisions 2010+,2,2014,9999,,,,27,9999,,,.0185,,,.05,,,2014
78,New York State Teachers,0,All Employees,1,Tier I (pre 1973),1,2014,9999,Tier I members are not required to contribute (per plan CAFR). ,,,,,,,0,,,,,,2014
78,New York State Teachers,0,All Employees,2,Tier II (1973- 1976),1,2014,9999,,,,,,,,0,,,,,,2014
78,New York State Teachers,0,All Employees,3,Tier III (1976- 1983),1,2014,9999,,,,0,9,,,.03,,,.05,,,2014
78,New York State Teachers,0,All Employees,3,Tier III (1976- 1983),2,2014,9999,,,,10,9999,,,0,,,,,,2014
78,New York State Teachers,0,All Employees,4,Tier IV (1983-2009),1,2014,9999,,,,0,9,,,.03,,,.05,,,2014
78,New York State Teachers,0,All Employees,4,Tier IV (1983-2009),2,2014,9999,,,,10,9999,,,0,,,,,,2014
78,New York State Teachers,0,All Employees,5,Tier V (2010-2012),1,2014,9999,,,,,,,,.035,,,.05,,,2014
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),1,2014,9999,,,,,,0,45,.03,,,.05,,,2014
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),2,2014,9999,,,,,,45.001,55,.035,,,.05,,,2014
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),3,2014,9999,,,,,,55.001,75,.045,,,.05,,,2014
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),4,2014,9999,,,,,,75.00100000000001,100,.0575,,,.05,,,2014
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),5,2014,9999,,,,,,100.001,9999,.06,,,.05,,,2014
79,North Carolina Local Government,1,All Employees,0,All Tiers,1,2014,9999,,,,,,,,.06,,,.04,,,2014
79,North Carolina Local Government,2,All Employees,0,All Tiers,1,2014,9999,,,,,,,,.06,,,.04,,,2014
79,North Carolina Local Government,3,All Employees,0,All Tiers,1,2014,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,1,ALL,1,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,1,ALL,2,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,2,ALL,1,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,2,ALL,2,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,3,ALL,1,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,3,ALL,2,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,4,ALL,1,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
80,North Carolina Teachers and State Employees,4,ALL,2,,1,2012,9999,,,,,,,,.06,,,.04,,,2014
81,North Dakota PERS,1,General Employees,0,All Tiers,1,2014,9999,,,,,,,,.07,,,.0725,,,2014
81,North Dakota PERS,2,Judges,0,All Tiers,1,2014,9999,,,,,,,,.08,,,.0725,,,2014
81,North Dakota PERS,3,National Guard,0,All Tiers,1,2014,9999,,,,,,,,.045,,,.0725,,,2014
81,North Dakota PERS,4,Law Enforcement,0,All Tiers,1,2014,9999,,,,,,,,.055,,,.0725,,,2014
82,North Dakota Teachers,0,All Employees,1,All Tiers,1,2014,9999,"11.75% contributions until plan becomes fully funded, and contributions are reduced to 7.75% ",,,,,,,.1175,,,.06,,,2014
82,North Dakota Teachers,0,All Employees,2,All Tiers,1,2014,9999,"11.75% contributions until plan becomes fully funded, and contributions are reduced to 7.75% ",,,,,,,.1175,,,.06,,,2014
82,North Dakota Teachers,0,All Employees,3,All Tiers,1,2014,9999,"11.75% contributions until plan becomes fully funded, and contributions are reduced to 7.75% ",,,,,,,.1175,,,.06,,,2014
83,NY State & Local ERS,0,All Employees,1,Tier I (pre 1973),1,2014,9999,,,,,,,,0,,,,,,2014
83,NY State & Local ERS,0,All Employees,2,Tier II (1973-1976),1,2014,9999,,,,,,,,0,,,,,,2014
83,NY State & Local ERS,0,All Employees,3,Tier III (1976-1983),1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,3,Tier III (1976-1983),2,2014,9999,,,,11,9999,,,0,,,,,,2014
83,NY State & Local ERS,0,All Employees,4,Tier IV (1983-2010),1,2014,9999,,,,1,10,,,.03,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,4,Tier IV (1983-2010),2,2014,9999,,,,11,9999,,,0,,,,,,2014
83,NY State & Local ERS,0,All Employees,5,Tier V (2010-2012),1,2014,9999,,,,,,,,.03,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,6,Tier VI (2012+),1,2014,9999,,,,,,0,45,.03,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,6,Tier VI (2012+),2,2014,9999,,,,,,45.001,55,.035,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,6,Tier VI (2012+),3,2014,9999,,,,,,55.001,75,.045,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,6,Tier VI (2012+),4,2014,9999,,,,,,75.00100000000001,100,.0575,,,.05,,,2014
83,NY State & Local ERS,0,All Employees,6,Tier VI (2012+),5,2014,9999,,,,,,100.001,9999,.06,,,.05,,,2014
