ppd_id,PlanName,EEGroupID,EEGroupName_check,TierID,TierHireDate_check,BenefitID_NRB,fy_start,fy_end,Notes,normal_BenefitFactor,normal_BenefitAmount,normal_RetAge,normal_RetTenure,normal_RetPoints,normal_RetDate,normal_ServiceDateStart,normal_ServiceDateEnd,normal_AgeStart,normal_AgeEnd,normal_TenureStart,normal_TenureEnd,normal_SalaryStart,normal_SalaryEnd,Y,fy
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,7,2013,9999,,.016,,58,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,8,2013,9999,,.017,,59,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,9,2013,9999,,.018,,60,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,10,2013,9999,,.019,,61,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,11,2013,9999,,.02,,62,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,12,2013,9999,,.021,,63,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,13,2013,9999,,.022,,64,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,14,2013,9999,,.023,,65,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,15,2013,9999,,.024,,66,,,,,,,,,,,,,2015
9,California PERF,1,State Miscellaneous - Tier 1,3,  1/1/2013,16,2013,9999,,.025,,67,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,1,2012,9999,,.005,,,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,3,2012,9999,,.006,,52,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,5,2012,9999,,.007,,54,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,7,2012,9999,,.008,,56,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,9,2012,9999,,.009,,58,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,11,2012,9999,,.01,,60,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,13,2012,9999,,.011,,62,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,15,2012,9999,,.012,,64,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,1,1/1/1800,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,1,2012,9999,,.005,,,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,3,2012,9999,,.006,,52,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,5,2012,9999,,.007,,54,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,7,2012,9999,,.008,,56,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,9,2012,9999,,.009,,58,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,11,2012,9999,,.01,,60,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,13,2012,9999,,.011,,62,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,15,2012,9999,,.012,,64,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,2, 1/15/2011,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,1,2013,9999,,.01,,,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,2,2013,9999,,.011,,53,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,3,2013,9999,,.012,,54,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,4,2013,9999,,.013,,55,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,5,2013,9999,,.014,,56,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,6,2013,9999,,.015,,57,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,7,2013,9999,,.016,,58,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,8,2013,9999,,.017,,59,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,9,2013,9999,,.018,,60,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,10,2013,9999,,.019,,61,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,11,2013,9999,,.02,,62,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,12,2013,9999,,.021,,63,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,13,2013,9999,,.022,,64,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,14,2013,9999,,.023,,65,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,15,2013,9999,,.024,,66,,,,,,,,,,,,,2015
9,California PERF,2,State Miscellaneous - Tier 2,3,  1/1/2013,16,2013,9999,,.025,,67,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,1,2012,9999,,.011,,,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,2,2012,9999,,.0128,,51,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,3,2012,9999,,.0146,,52,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,4,2012,9999,,.0164,,53,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,5,2012,9999,,.0182,,54,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,6,2012,9999,,.02,,55,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,7,2012,9999,,.0206,,56,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,8,2012,9999,,.0213,,57,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,9,2012,9999,,.0219,,58,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,10,2012,9999,,.0225,,59,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,11,2012,9999,,.0231,,60,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,12,2012,9999,,.0238,,61,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,13,2012,9999,,.0244,,62,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,1,1/1/1800,14,2012,9999,,.025,,63,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,1,2012,9999,,.0109,,,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,2,2012,9999,,.0116,,51,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,3,2012,9999,,.0122,,52,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,4,2012,9999,,.013,,53,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,5,2012,9999,,.0138,,54,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,6,2012,9999,,.0146,,55,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,7,2012,9999,,.0155,,56,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,8,2012,9999,,.0165,,57,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,9,2012,9999,,.0176,,58,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,10,2012,9999,,.0187,,59,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,11,2012,9999,,.02,,60,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,12,2012,9999,,.0213,,61,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,13,2012,9999,,.0227,,62,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,2, 1/15/2011,14,2012,9999,,.0242,,63,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,1,2013,9999,,.01,,,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,2,2013,9999,,.011,,53,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,3,2013,9999,,.012,,54,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,4,2013,9999,,.013,,55,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,5,2013,9999,,.014,,56,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,6,2013,9999,,.015,,57,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,7,2013,9999,,.016,,58,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,8,2013,9999,,.017,,59,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,9,2013,9999,,.018,,60,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,10,2013,9999,,.019,,61,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,11,2013,9999,,.02,,62,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,12,2013,9999,,.021,,63,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,13,2013,9999,,.022,,64,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,14,2013,9999,,.023,,65,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,15,2013,9999,,.024,,66,,,,,,,,,,,,,2015
9,California PERF,4,State Industrial - Tier 1,3,  1/1/2013,16,2013,9999,,.025,,67,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,1,2012,9999,,.005,,,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,3,2012,9999,,.006,,52,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,5,2012,9999,,.007,,54,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,7,2012,9999,,.008,,56,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,9,2012,9999,,.009,,58,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,11,2012,9999,,.01,,60,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,13,2012,9999,,.011,,62,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,15,2012,9999,,.012,,64,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,1,1/1/1800,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,1,2012,9999,,.005,,,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,2,2012,9999,,.0055,,51,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,3,2012,9999,,.006,,52,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,4,2012,9999,,.0065,,53,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,5,2012,9999,,.007,,54,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,6,2012,9999,,.0075,,55,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,7,2012,9999,,.008,,56,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,8,2012,9999,,.0085,,57,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,9,2012,9999,,.009,,58,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,10,2012,9999,,.0095,,59,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,11,2012,9999,,.01,,60,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,12,2012,9999,,.0105,,61,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,13,2012,9999,,.011,,62,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,14,2012,9999,,.0115,,63,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,15,2012,9999,,.012,,64,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,2, 1/15/2011,16,2012,9999,,.0125,,65,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,1,2013,9999,,.01,,,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,2,2013,9999,,.011,,53,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,3,2013,9999,,.012,,54,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,4,2013,9999,,.013,,55,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,5,2013,9999,,.014,,56,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,6,2013,9999,,.015,,57,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,7,2013,9999,,.016,,58,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,8,2013,9999,,.017,,59,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,9,2013,9999,,.018,,60,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,10,2013,9999,,.019,,61,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,11,2013,9999,,.02,,62,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,12,2013,9999,,.021,,63,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,13,2013,9999,,.022,,64,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,14,2013,9999,,.023,,65,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,15,2013,9999,,.024,,66,,,,,,,,,,,,,2015
9,California PERF,5,State Industrial - Tier 2,3,  1/1/2013,16,2013,9999,,.025,,67,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,1,2012,9999,,.017,,,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,2,2012,9999,,.018,,51,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,3,2012,9999,,.019,,52,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,4,2012,9999,,.02,,53,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,5,2012,9999,,.0225,,54,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,1,1/1/1800,6,2012,9999,,.025,,55,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,1,2012,9999,,.01426,,,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,2,2012,9999,,.01522,,51,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,3,2012,9999,,.01628,,52,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,4,2012,9999,,.01742,,53,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,5,2012,9999,,.01866,,54,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,6,2012,9999,,.02,,55,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,7,2012,9999,,.021,,56,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,8,2012,9999,,.022,,57,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,9,2012,9999,,.023,,58,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,10,2012,9999,,.024,,59,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,2, 1/15/2011,11,2012,9999,,.025,,60,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,1,2013,9999,,.01426,,,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,2,2013,9999,,.01508,,51,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,3,2013,9999,,.0159,,52,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,4,2013,9999,,.01672,,53,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,5,2013,9999,,.01754,,54,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,6,2013,9999,,.01836,,55,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,7,2013,9999,,.01918,,56,,,,,,,,,,,,,2015
9,California PERF,7,State Safety,3,  1/1/2013,8,2013,9999,,.02,,57,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,1,2012,9999,,.024,,,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,2,2012,9999,,.0252,,51,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,3,2012,9999,,.0264,,52,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,4,2012,9999,,.0276,,53,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,5,2012,9999,,.0288,,54,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,1,1/1/1800,6,2012,9999,,.03,,55,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,1,2012,9999,,.02,,,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,2,2012,9999,,.021,,51,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,3,2012,9999,,.022,,52,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,4,2012,9999,,.023,,53,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,5,2012,9999,,.024,,54,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,2, 1/15/2011,6,2012,9999,,.025,,55,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,1,2013,9999,,.01426,,,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,2,2013,9999,,.01508,,51,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,3,2013,9999,,.0159,,52,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,4,2013,9999,,.01672,,53,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,5,2013,9999,,.01754,,54,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,6,2013,9999,,.01836,,55,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,7,2013,9999,,.01918,,56,,,,,,,,,,,,,2015
9,California PERF,8,State Peace Officers,3,  1/1/2013,8,2013,9999,,.02,,57,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,1,1/1/1800,1,2012,9999,,.03,,,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,1,2012,9999,,.024,,,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,2,2012,9999,,.0252,,51,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,3,2012,9999,,.0264,,52,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,4,2012,9999,,.0276,,53,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,5,2012,9999,,.0288,,54,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,2,10/31/2010,6,2012,9999,,.03,,55,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,1,2013,9999,,.02,,,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,2,2013,9999,,.021,,51,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,3,2013,9999,,.022,,52,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,4,2013,9999,,.023,,53,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,5,2013,9999,,.024,,54,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,6,2013,9999,,.025,,55,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,7,2013,9999,,.026,,56,,,,,,,,,,,,,2015
9,California PERF,9,California Highway Patrol,3,  1/1/2013,8,2013,9999,,.027,,57,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,1,2012,9999,,.011,,,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,2,2012,9999,,.0128,,51,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,3,2012,9999,,.0146,,52,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,4,2012,9999,,.0164,,53,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,5,2012,9999,,.0182,,54,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,6,2012,9999,,.02,,55,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,7,2012,9999,,.0206,,56,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,8,2012,9999,,.0213,,57,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,9,2012,9999,,.0219,,58,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,10,2012,9999,,.0225,,59,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,11,2012,9999,,.0231,,60,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,12,2012,9999,,.0238,,61,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,13,2012,9999,,.0244,,62,,,,,,,,,,,,,2015
9,California PERF,10,Schools,1,1/1/1800,14,2012,9999,,.025,,63,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,1,2013,9999,,.01,,,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,2,2013,9999,,.011,,53,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,3,2013,9999,,.012,,54,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,4,2013,9999,,.013,,55,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,5,2013,9999,,.014,,56,,,,,,,,,,,,,2015
9,California PERF,10,Schools,2,  1/1/2013,6,2013,9999,,.015,,57,,,,,,,,,,,,,2015
