ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID
73,New Jersey Teachers,0,All Employees,2,Class B,Members hired before July 1st 2007,  1/1/1956, 6/30/2007,,,,,,,
73,New Jersey Teachers,0,All Employees,3,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,
73,New Jersey Teachers,0,All Employees,4,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,
73,New Jersey Teachers,0,All Employees,5,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,
73,New Jersey Teachers,0,All Employees,6,Class G,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,
74,New Mexico PERA,0,State General,0,,,,,,,,,,,
74,New Mexico PERA,1,State General,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,1,State General,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
74,New Mexico PERA,2,State Police,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,2,State Police,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
74,New Mexico PERA,3,Municipal General Plan 2,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,3,Municipal General Plan 2,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
74,New Mexico PERA,4,Municipal General Plan 3,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,4,Municipal General Plan 3,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
74,New Mexico PERA,5,Municipal Police,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,5,Municipal Police,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
74,New Mexico PERA,6,Municipal Fire,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
74,New Mexico PERA,6,Municipal Fire,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,
75,New Mexico Educational,0,All Employees,0,,,,,,,,,,,
75,New Mexico Educational,0,All Employees,1,Tier 1,,1/1/1800, 6/30/2010,,,,,,,
75,New Mexico Educational,0,All Employees,2,Tier 2,,  7/1/2010, 6/30/2013,,,,,,,
75,New Mexico Educational,0,All Employees,3,Tier 3,,  7/1/2013,  1/1/8000,,,,,,,
76,New York City ERS,0,General,0,,,,,,,,,,,
76,New York City ERS,1,General,1,Tier 3 (1976-1983),, 7/27/1976, 8/31/1983,,,,,,,
76,New York City ERS,1,General,2,Tier 4 (1983-2012),,  9/1/1983, 3/31/2012,,,,,,,
76,New York City ERS,1,General,3,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,
76,New York City ERS,2,Chapter 96 Plans,0,,,,,,,,,,,
76,New York City ERS,3,Transit,1,Tier 4 (1983-2012),,  9/1/1983, 3/31/2012,,,,,,,
76,New York City ERS,3,Transit,2,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,
77,New York City Teachers,0,Basic Plans,0,,,,,,,,,,,
77,New York City Teachers,1,Basic Plans,1,Tier I (Pre 1973),,1/1/1800, 6/30/1973,,,,,,,
77,New York City Teachers,1,Basic Plans,2,Tier II (1973-1976),,  7/1/1973, 7/26/1976,,,,,,,
77,New York City Teachers,1,Basic Plans,3,Tier III  (1976-1983),"All Tier III members were later mandated into Tier IV, but maintain their rights.", 7/27/1976, 8/31/1983,,,,,,,
77,New York City Teachers,1,Basic Plans,4,Tier IV A,,  9/1/1983, 12/9/2009,,,,,,,
77,New York City Teachers,1,Basic Plans,5,Tier IV B,,12/10/2009, 3/31/2012,,,,,,,
77,New York City Teachers,1,Basic Plans,6,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,
77,New York City Teachers,2,Age 55 Plans,1,Tier III - Automatically 55/25 provisions,, 7/27/1976, 8/31/1983,,,,,,,
77,New York City Teachers,2,Age 55 Plans,2,Tier IVA - 55/25 provisions,,  9/1/1983, 2/27/2008,,,,,,,
77,New York City Teachers,2,Age 55 Plans,3,Tier IVB - 55/27 provisions,, 2/28/2008, 12/9/2009,,,,,,,
77,New York City Teachers,2,Age 55 Plans,4,Tier IVC - 55/27 provisions 2010+,,12/10/2009, 3/31/2012,,,,,,,
78,New York State Teachers,0,All Employees,0,,,,,,,,,,,
78,New York State Teachers,0,All Employees,1,Tier I (pre 1973),,1/1/1800, 6/30/1973,,,,,,,
78,New York State Teachers,0,All Employees,2,Tier II (1973- 1976),,  7/1/1973, 7/26/1976,,,,,,,
78,New York State Teachers,0,All Employees,3,Tier III (1976- 1983),, 7/27/1976, 8/31/1983,,,,,,,
78,New York State Teachers,0,All Employees,4,Tier IV (1983- 2009),,  9/1/1983,12/31/2009,,,,,,,
78,New York State Teachers,0,All Employees,5,Tier V (2010-2012),,  1/1/2010, 3/31/2012,,,,,,,
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,
79,North Carolina Local Government,0,All Employees,0,,,,,,,,,,,
79,North Carolina Local Government,1,All Employees,0,,,,,,,,,,,
79,North Carolina Local Government,2,All Employees,0,,,,,,,,,,,
79,North Carolina Local Government,3,All Employees,0,,,,,,,,,,,
80,North Carolina Teachers and State Employees,0,Classroom Teachers,0,,,,,,,,,,,
80,North Carolina Teachers and State Employees,1,Classroom Teachers,1,,,1/1/1800, 7/31/2011,,,,,,,
80,North Carolina Teachers and State Employees,1,Classroom Teachers,2,,,  8/1/2011,  1/1/8000,,,,,,,
80,North Carolina Teachers and State Employees,2,Other Education,1,,,1/1/1800, 7/31/2011,,,,,,,
80,North Carolina Teachers and State Employees,2,Other Education,2,,,  8/1/2011,  1/1/8000,,,,,,,
80,North Carolina Teachers and State Employees,3,General Employees,1,,,1/1/1800, 7/31/2011,,,,,,,
80,North Carolina Teachers and State Employees,3,General Employees,2,,,  8/1/2011,  1/1/8000,,,,,,,
80,North Carolina Teachers and State Employees,4,Law Enforcement Officers,1,,,1/1/1800, 7/31/2011,,,,,,,
80,North Carolina Teachers and State Employees,4,Law Enforcement Officers,2,,,  8/1/2011,  1/1/8000,,,,,,,
81,North Dakota PERS,0,General Employees,0,,,,,,,,,,,
81,North Dakota PERS,1,General Employees,0,,,,,,,,,,,
81,North Dakota PERS,2,Judges,0,,,,,,,,,,,
81,North Dakota PERS,3,National Guard,0,,,,,,,,,,,
81,North Dakota PERS,4,Law Enforcement,0,,,,,,,,,,,
82,North Dakota Teachers,0,All Employees,0,,,,,,,,,,,
82,North Dakota Teachers,0,All Employees,1,Tier 1: Grandfathered,,1/1/1800, 6/30/2008,55,3,, 6/30/2013,  1/1/8000,,1
82,North Dakota Teachers,0,All Employees,2,Tier 1: NonGrandfathered,,1/1/1800, 6/30/2008,,,,,,,
82,North Dakota Teachers,0,All Employees,3,Tier 2: Hired post 2008,,  7/1/2008,  1/1/8000,,,,,,,
83,NY State & Local ERS,0,All Employees,0,,,,,,,,,,,
83,NY State & Local ERS,0,All Employees,1,Tier 1 (pre 1973),,1/1/1800, 6/30/1973,,,,,,,
83,NY State & Local ERS,0,All Employees,2,Tier 2 (1973-1976),,  7/1/1973, 7/26/1976,,,,,,,
83,NY State & Local ERS,0,All Employees,3,Tier 3 (1976-1983),, 7/27/1976, 8/31/1983,,,,,,,
83,NY State & Local ERS,0,All Employees,4,Tier 4 (1983-2010),,  9/1/1983,12/31/2009,,,,,,,
83,NY State & Local ERS,0,All Employees,5,Tier 5 (2010-2012),,  1/1/2010, 3/31/2012,,,,,,,
83,NY State & Local ERS,0,All Employees,6,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,0,,,,,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,1,Tier I (pre 1973),,1/1/1800, 7/30/1973,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,2,Tier II (1973-2009),, 7/31/1973, 6/30/2009,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,3,Tier III (2009-2010),,  7/1/2009,  1/8/2010,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,4,Tier V (2010-2012),,  1/9/2010, 3/31/2012,,,,,,,
84,NY State & Local Police & Fire,0,All Employees,5,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,
85,Ohio PERS,0,General State Employees-Traditional Plan,0,,,,,,,,,,,
85,Ohio PERS,1,General State Employees-Traditional Plan,1,GroupA1,,1/1/1800,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,
85,Ohio PERS,1,General State Employees-Traditional Plan,2,GroupA2,,1/1/1800,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,
85,Ohio PERS,1,General State Employees-Traditional Plan,3,GroupA3,,1/1/1800,  1/6/2013,,30,,1/1/1800,  1/7/2018,,
85,Ohio PERS,1,General State Employees-Traditional Plan,4,GroupB1,,1/1/1800,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,1,General State Employees-Traditional Plan,5,GroupB2,,1/1/1800,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,1,General State Employees-Traditional Plan,6,GroupB3,,1/1/1800,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,1,General State Employees-Traditional Plan,7,GroupB4,,1/1/1800,  1/6/1993,,20,,1/1/1800,  1/7/2013,,
85,Ohio PERS,1,General State Employees-Traditional Plan,8,GroupC1,,1/1/1800,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,1,General State Employees-Traditional Plan,9,GroupC2,,1/1/1800,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,1,General State Employees-Traditional Plan,10,GroupC3,,1/1/1800,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,1,General State Employees-Traditional Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,1,GroupA1,,1/1/1800,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,2,GroupA2,,1/1/1800,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,3,GroupA3,,1/1/1800,  1/6/2013,,30,,1/1/1800,  1/7/2018,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,4,GroupB1,,1/1/1800,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,5,GroupB2,,1/1/1800,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,6,GroupB3,,1/1/1800,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,7,GroupB4,,1/1/1800,  1/6/1993,,20,,1/1/1800,  1/7/2013,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,8,GroupC1,,1/1/1800,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,9,GroupC2,,1/1/1800,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,10,GroupC3,,1/1/1800,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,2,General Local Employees-Traditional Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,1,GroupA1,,1/1/1800,12/31/2012,52,15,,1/1/1800,  1/6/2018,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,2,GroupA2,,1/1/1800,12/31/2012,48,25,,  1/2/1900,  1/6/2018,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,3,GroupB1,,1/1/1800,12/31/2012,52,15,,  1/7/2018,  1/6/2023,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,4,GroupB2,,1/1/1800,12/31/2012,48,25,,  1/7/2018,  1/6/2023,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,5,GroupB3,,1/1/1800,12/31/2012,,20,,1/1/1800,  1/6/2013,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,6,GroupC1,,1/1/1800,12/31/2012,52,15,,  1/7/2023,  1/1/8000,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,7,GroupC2,,1/1/1800,12/31/2012,48,25,,  1/7/2023,  1/1/8000,,
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,8,GroupC3,,  1/1/2013,  1/1/8000,,,,,,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,1,GroupA1,,1/1/1800,12/31/2012,52,15,,1/1/1800,  1/6/2018,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,2,GroupA2,,1/1/1800,12/31/2012,48,25,,1/1/1800,  1/6/2018,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,3,GroupB1,,1/1/1800,12/31/2012,52,15,,  1/7/2018,  1/6/2023,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,4,GroupB2,,1/1/1800,12/31/2012,48,25,,  1/7/2018,  1/6/2023,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,GroupB3,,1/1/1800,12/31/2012,,20,,1/1/1800,  1/6/2013,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,GroupC1,,1/1/1800,12/31/2012,52,15,,  1/7/2023,  1/1/8000,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,GroupC2,,1/1/1800,12/31/2012,48,25,,  1/7/2023,  1/1/8000,,
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,GroupC3,,  1/1/2013,  1/1/8000,,,,,,,
85,Ohio PERS,5,General State Employees-Combined Plan,1,GroupA1,,  1/1/2003,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,
85,Ohio PERS,5,General State Employees-Combined Plan,2,GroupA2,,  1/1/2003,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,
85,Ohio PERS,5,General State Employees-Combined Plan,3,GroupA3,,  1/1/2003,  1/6/2013,,30,,1/1/1800,  1/7/2018,,
85,Ohio PERS,5,General State Employees-Combined Plan,4,GroupB1,,  1/1/2003,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,5,General State Employees-Combined Plan,5,GroupB2,,  1/1/2003,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,5,General State Employees-Combined Plan,6,GroupB3,,  1/1/2003,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,5,General State Employees-Combined Plan,7,GroupB4,,  1/1/2003,  1/6/1993,,20,,1/1/1800,  1/7/2013,,
85,Ohio PERS,5,General State Employees-Combined Plan,8,GroupC1,,  1/1/2003,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,5,General State Employees-Combined Plan,9,GroupC2,,  1/1/2003,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,5,General State Employees-Combined Plan,10,GroupC3,,  1/1/2003,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,5,General State Employees-Combined Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,
85,Ohio PERS,6,General Local Employees-Combined Plan,1,GroupA1,,  1/1/2003,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,
85,Ohio PERS,6,General Local Employees-Combined Plan,2,GroupA2,,  1/1/2003,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,
85,Ohio PERS,6,General Local Employees-Combined Plan,3,GroupA3,,  1/1/2003,  1/6/2013,,30,,1/1/1800,  1/7/2018,,
85,Ohio PERS,6,General Local Employees-Combined Plan,4,GroupB1,,  1/1/2003,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,6,General Local Employees-Combined Plan,5,GroupB2,,  1/1/2003,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,6,General Local Employees-Combined Plan,6,GroupB3,,  1/1/2003,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,
85,Ohio PERS,6,General Local Employees-Combined Plan,7,GroupB4,,  1/1/2003,  1/6/1993,,20,,1/1/1800,  1/7/2013,,
85,Ohio PERS,6,General Local Employees-Combined Plan,8,GroupC1,,  1/1/2003,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,6,General Local Employees-Combined Plan,9,GroupC2,,  1/1/2003,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,6,General Local Employees-Combined Plan,10,GroupC3,,  1/1/2003,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,
85,Ohio PERS,6,General Local Employees-Combined Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,
86,Ohio Police & Fire,0,Police,0,,,,,,,,,,,
86,Ohio Police & Fire,1,Police,1,,,1/1/1800,  7/1/1998,,,,,,,
86,Ohio Police & Fire,1,Police,2,,,  7/2/1998,  7/1/2013,,,,,,,
86,Ohio Police & Fire,1,Police,3,,,  7/2/2013,  1/1/8000,,,,,,,
86,Ohio Police & Fire,2,Fire,1,,,1/1/1800,  7/1/1998,,,,,,,
86,Ohio Police & Fire,2,Fire,2,,,  7/2/1998,  7/1/2013,,,,,,,
86,Ohio Police & Fire,2,Fire,3,,,  7/2/2013,  1/1/8000,,,,,,,
87,Ohio School Employees,0,Non-Certified School Employees,0,,,,,,,,,,,
87,Ohio School Employees,0,Non-Certified School Employees,1,,Do not have 25 YOS by Aug 1 2017,1/1/1800,  8/1/1992,,,,,,,
87,Ohio School Employees,0,Non-Certified School Employees,2,,Have 25 YOS after Aug 1 2017,  8/2/1992,  1/1/8000,,,,,,,
88,Ohio Teachers,0,Traditional Plan,0,,,,,,,,,,,
88,Ohio Teachers,1,Traditional Plan,1,Grandfathered 1,,1/1/1800,  1/1/8000,65,5,,1/1/1800,  7/1/2015,,
88,Ohio Teachers,1,Traditional Plan,2,Grandfathered 2,,1/1/1800,  1/1/8000,,30,,1/1/1800,  7/1/2015,,
88,Ohio Teachers,1,Traditional Plan,3,Non-Grandfathered 1,,1/1/1800,  1/1/8000,65,5,,  7/2/2015,  1/1/8000,,
88,Ohio Teachers,1,Traditional Plan,4,Non-Grandfathered 2,,1/1/1800,  1/1/8000,,30,,  7/2/2015,  1/1/8000,,
88,Ohio Teachers,2,Combined Plan,1,,,  7/1/2001, 7/31/2015,,,,,,,
88,Ohio Teachers,2,Combined Plan,2,,,  8/1/2015,  1/1/8000,,,,,,,
89,Oklahoma PERS,0,General Employees,0,,,,,,,,,,,
89,Oklahoma PERS,1,General Employees,1,Tier I (pre 1983),,1/1/1800,12/31/1982,,,,,,,
89,Oklahoma PERS,1,General Employees,2,Tier II (1983-1992),,  1/1/1983, 6/30/1992,,,,,,,
89,Oklahoma PERS,1,General Employees,3,Tier III (1992-1995),,  7/1/1992, 6/30/1995,,,,,,,
89,Oklahoma PERS,1,General Employees,4,Tier IV (1995-2011),,  7/1/1995,10/31/2011,,,,,,,
89,Oklahoma PERS,1,General Employees,5,Tier V (2011-2013),, 11/1/2011, 6/30/2013,,,,,,,
89,Oklahoma PERS,1,General Employees,6,Tier VI (2013+),,  7/1/2013,  1/1/8000,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,1,Tier I (pre 1983),,1/1/1800,12/31/1982,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,2,Tier II (1983-1992),,  1/1/1983, 6/30/1992,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,3,Tier III (1992-1995),,  7/1/1992, 6/30/1995,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,4,Tier IV (1995-2011),,  7/1/1995,10/31/2011,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,5,Tier V (2011-2013),, 11/1/2011, 6/30/2013,,,,,,,
89,Oklahoma PERS,2,Hazardous Duty,6,Tier VI (2013+),,  7/1/2013,  1/1/8000,,,,,,,
90,Oklahoma Teachers,0,All Groups,0,,,,,,,,,,,
90,Oklahoma Teachers,0,All Groups,1,Hired pre-1992,,1/1/1800, 6/30/1992,,,,,,,
90,Oklahoma Teachers,0,All Groups,2,Hired post-1992,,  7/1/1992,10/31/2011,,,,,,,
90,Oklahoma Teachers,0,All Groups,3,Hired post-2011,, 11/1/2011,  1/1/8000,,,,,,,
91,Oregon PERS,0,General State and Local Employees,0,,,,,,,,,,,
91,Oregon PERS,1,General State and Local Employees,1,Tier 1,,1/1/1800,12/31/1995,,,,,,,
91,Oregon PERS,1,General State and Local Employees,2,Tier 2,,  1/1/1996, 8/27/2003,,,,,,,
91,Oregon PERS,1,General State and Local Employees,3,OSPRS,, 8/28/2003,  1/1/8000,,,,,,,
91,Oregon PERS,2,Teachers,1,Tier 1,,1/1/1800,12/31/1995,,,,,,,
91,Oregon PERS,2,Teachers,2,Tier 2,,  1/1/1996, 8/27/2003,,,,,,,
91,Oregon PERS,2,Teachers,3,OSPRS,, 8/28/2003,  1/1/8000,,,,,,,
91,Oregon PERS,3,State and Local Police Officers and Firefighters,1,Tier 1,,1/1/1800,12/31/1995,,,,,,,
91,Oregon PERS,3,State and Local Police Officers and Firefighters,2,Tier 2,,  1/1/1996, 8/27/2003,,,,,,,
91,Oregon PERS,3,State and Local Police Officers and Firefighters,3,OSPRS,, 8/28/2003,  1/1/8000,,,,,,,
91,Oregon PERS,4,Independent Employers,1,Tier 1,,1/1/1800,12/31/1995,,,,,,,
91,Oregon PERS,4,Independent Employers,2,Tier 2,,  1/1/1996, 8/27/2003,,,,,,,
91,Oregon PERS,4,Independent Employers,3,OSPRS,, 8/28/2003,  1/1/8000,,,,,,,
92,Pennsylvania School Employees,0,All Groups,0,,,,,,,,,,,
92,Pennsylvania School Employees,0,All Groups,1,T-C1,,1/1/1800, 7/21/1983,,,,,,,
92,Pennsylvania School Employees,0,All Groups,2,T-C2,, 7/22/1983,  7/1/2001,,,,,,,
92,Pennsylvania School Employees,0,All Groups,3,T-D,,  7/2/2001,6/31/2011,,,,,,,
92,Pennsylvania School Employees,0,All Groups,4,T-E,"Given that 85% of members hired after 2011 are in T-E (opposed to T-F), only modeling T-E for simplicity. ",  7/1/2011,  1/1/8000,,,,,,,
93,Pennsylvania State ERS,0,General State Employees,0,,,,,,,,,,,
93,Pennsylvania State ERS,1,General State Employees,1,Class AA-1,,1/1/1800, 6/30/2001,,,,,,,
93,Pennsylvania State ERS,1,General State Employees,2,Class AA-2,,  7/1/2001,12/31/2010,,,,,,,
93,Pennsylvania State ERS,1,General State Employees,3,Class A-3,,  1/1/2011,  1/1/8000,,,,,,,
93,Pennsylvania State ERS,2,State Police,1,Class A,,  3/2/1974, 6/30/2012,,,,,,,
93,Pennsylvania State ERS,2,State Police,2,Class A-3,,  7/1/2012,  1/1/8000,,,,,,,
93,Pennsylvania State ERS,3,Legislators,1,Class AA,,1/1/1800,11/30/2010,,,,,,,
93,Pennsylvania State ERS,3,Legislators,2,Class A-3,, 12/1/2010,  1/1/8000,,,,,,,
93,Pennsylvania State ERS,4,Judges - Class E-1,0,,,,,,,,,,,
94,Phoenix ERS,0,All Employees,0,,,,,,,,,,,
94,Phoenix ERS,0,All Employees,1,Tier 1 (pre 2013),,1/1/1800, 6/30/2013,,,,,,,
94,Phoenix ERS,0,All Employees,2,Tier 2 (2013+),,  7/1/2013,  1/1/8000,,,,,,,
95,Rhode Island ERS,0,ALL,0,,,,,,,,,,,
95,Rhode Island ERS,1,ALL,1,Grandfathered Employees-2014 Agreement,,1/1/1800, 6/30/1992,,,,,,,
95,Rhode Island ERS,1,ALL,2,Schedule A members-Grandfathered_1,,  7/1/1992, 6/30/1995,60,10,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,1,ALL,3,Schedule A members-Grandfathered_2,,  7/1/1992, 6/30/1995,,28,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,1,ALL,4,Schedule A members-Non-Grandfathered_1,,  7/1/1992, 6/30/1995,60,10,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,1,ALL,5,Schedule A members-Non-Grandfathered_2,,  7/1/1992, 6/30/1995,,28,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,1,ALL,6,Schedule A members-Non-Grandfathered_3,,  7/1/1992, 6/30/1995,60,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,1,ALL,7,Schedule A members-Non-Grandfathered_4,,  7/1/1992, 6/30/1995,,28,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,1,ALL,8,Schedule B members-Grandfathered_1,,  7/1/1995, 6/30/2007,65,10,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,1,ALL,9,Schedule B members-Grandfathered_2,,  7/1/1995, 6/30/2007,59,29,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,1,ALL,10,Schedule B members-Non-Grandfathered_1,,  7/1/1995, 6/30/2007,65,10,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,1,ALL,11,Schedule B members-Non-Grandfathered_2,,  7/1/1995, 6/30/2007,62,29,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,1,ALL,12,Schedule B members-Non-Grandfathered_3,,  7/1/1995, 6/30/2007,65,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,1,ALL,13,Schedule B members-Non-Grandfathered_4,,  7/1/1995, 6/30/2007,62,29,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,1,ALL,14,Hybrid Plan Members,,  7/1/2007,  1/1/8000,65,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,1,ALL,15,Hybrid Plan Members,,  7/1/2007,  1/1/8000,62,29,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,1,Grandfathered Employees-2014 Agreement,,1/1/1800, 6/30/1992,,,,,,,
95,Rhode Island ERS,2,ALL,2,Schedule A members-Grandfathered_1,,  7/1/1992, 6/30/1995,60,10,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,2,ALL,3,Schedule A members-Grandfathered_2,,  7/1/1992, 6/30/1995,,28,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,2,ALL,4,Schedule A members-Non-Grandfathered_1,,  7/1/1992, 6/30/1995,60,10,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,2,ALL,5,Schedule A members-Non-Grandfathered_2,,  7/1/1992, 6/30/1995,,28,, 10/1/2009, 6/30/2012,,
95,Rhode Island ERS,2,ALL,6,Schedule A members-Non-Grandfathered_3,,  7/1/1992, 6/30/1995,60,10,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,7,Schedule A members-Non-Grandfathered_4,,  7/1/1992, 6/30/1995,,28,,  7/1/2012,  1/1/8000,,
95,Rhode Island ERS,2,ALL,8,Schedule B members-Grandfathered_1,,  7/1/1995, 6/30/2007,65,10,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,2,ALL,9,Schedule B members-Grandfathered_2,,  7/1/1995, 6/30/2007,59,29,,1/1/1800, 9/30/2009,,
95,Rhode Island ERS,2,ALL,10,Schedule B members-Non-Grandfathered_1,,  7/1/1995, 6/30/2007,65,10,, 10/1/2009, 6/30/2012,,
