PlanName,DataEntryCode,source_FundingAndMethods,notes_FundingAndMethods,initials_FundingAndMethods,AssetValMeth,PhaseIn,AssetValMeth_note,ActCostMeth,ActCostMeth_note,FundingMeth,FundingMeth_note,ppd_id,EEGroupID,TierID,fy,scaled_check,MktAssets_Smooth,ActAssets_Smooth,NetFlows_smooth,AssetValMethCode,SmoothingReset,GainlossConcept,GainLossBase_1,GainLossBase_2,GainLoss,GainLossPeriod,PhaseInPercent,PhaseInPeriods,PhaseInType,GainLossRecognition,AssetSmoothingBaseline,ExpectedReturnMethod,AddSubtractGainLoss,UpperCorridor,LowerCorridor,ActCostMethCode,FundMethCode_1,FundMethCode_2,PayrollGrowthAssumption,TotAmortPeriod,RemainingAmortPeriod,UAALYearEstablished,WageInflation
St. Louis School Employees,,,need 2017 report,tp,,,,,,,,102,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,,,,,,,,,,,103,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Teachers,,p. 14 TABLE 1 ACCOUNTING BALANCE SHEET.  F. DETERMINATION OF ACTUARIAL VALUE OF ASSETS,flow p 15,JP,,46697; -82006; 128185; 36792; 0,,,,,,103,0,0,2013,0,938135,886296,-67218,0,0,0,1,2,46697,0,.8,5,1,1,1,,0,,,,,,,,,,
St. Paul Teachers,,p. 14 TABLE 1 ACCOUNTING BALANCE SHEET.  F. DETERMINATION OF ACTUARIAL VALUE OF ASSETS,flow p 15,JFP,,95762; 46697; -82006; 128185; 0,,,,,,103,0,0,2014,0,1051328,947972,-66488,0,0,0,1,2,95762,0,.8,5,1,1,1,,0,,,,,,.04,,,,.04
St. Paul Teachers,,2015 AV p. 14 -15 TABLE 1 ACCOUNTING BALANCE SHEET.  F. DETERMINATION OF ACTUARIAL VALUE OF ASSETS,,CM,,-55629; 95762; 46697; -82006; 128185,,,,,,103,0,0,2015,0,1020578,999736,-67429,0,0,0,1,2,-55629,0,.8,5,1,1,1,,0,,,,,,.04,,,,.04
St. Paul Teachers,,2016 SPTRFA AV p.14 -15,,TP,,-77451; -55629; 95762; 46697; -82006,,,,,,103,0,0,2016,0,959666,1007360,-67573,0,0,0,1,2,-77451,0,.8,5,1,1,1,,0,,,,,,.04,,,,.04
Texas County & District,,,,,,,,,,,,104,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas County & District,,,,,,,,,,,,104,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.04
Texas County & District,,"p. 20 Actuarial Value of Assets for basic methodology.  See excel sheet ""TCDRS Asset Smoothing"" for precise numbers",SAF fund only. CRR estimate of PhaseInAmounts,JP,,68486.100; -112031.335; 60992.075; 198495.235; -390901.877; -329002; 0; 0; 0; 0 ,Only SAF fund uses actuarial smoothing.  Both ESF and CSF funds use market assets.,,,,,104,0,0,2012,1,8884143.139,9555765.579,-59914.89000000001,0,0,1,1,2,,,.1,10,1,0,4,1,1,1.4,.6,,,,.035,,,,.04
Texas County & District,,"p. 18-20 Actuarial Value of Assets for basic methodology.  See excel sheet ""TCDRS Asset Smoothing"" for precise numbers",SAF fund only. CRR estimate of PhaseInAmounts,JP,,248501.693; -83141.377; 0; 0; 0,Only SAF fund uses actuarial smoothing.  Both ESF and CSF funds use market assets.,,,,,104,0,0,2013,1,10902897.043,10465943.069,-24284.465,0,0,1,1,2,,,.2,5,1,0,4,1,1,,,,,,.035,,,,.04
Texas County & District,2,2014 TCDRS AV p 16-17,JP check,JP,,-73270.618; 248501.693; -83141.377; 0; 0,Only SAF fund uses actuarial smoothing.  Both ESF and CSF funds use market assets.,,,,,104,0,0,2014,1,11409931.338,11392427.088,-103520.5010000001,0,0,1,1,2,,,.2,5,1,0,4,1,1,,,,,,.035,,,,.04
Texas County & District,2,2015 TCDRS AV p 16-17,JP check,JP,,-325792.926; -73270.618; 248501.693; -83141.377; 0,Only SAF fund uses actuarial smoothing.  Both ESF and CSF funds use market assets.,,,,,104,0,0,2015,1,10746192.702,12122510.787,-59012.27500000002,0,0,1,1,2,,,.2,5,1,0,4,1,1,,,,,,.035,,,,.035
Texas County & District,1,,,,,,,,,,,104,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas ERS,,,,,,,,,,,,105,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas ERS,,,,,,,,,,,,105,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas ERS,,,,,,,,,,,,105,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas ERS,,,,,,,,,,,,105,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas ERS,,,,,,,,,,,,105,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas ERS,,,,,,,,,,,,105,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas ERS,,2013 ERS AV p 20  Table 6: Development of Actuarial Value of Assets,,JFP,,,,,,,,105,0,0,2013,0,22868542.011,24667639.104,-1054713.716,0,0,0,1,4,773579.444,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas ERS,,2014 ERS AV p 55  Table 6: Development of Actuarial Value of Assets,,JFP,,,,,,,,105,0,0,2014,0,25050116.469,25431922.496,-1070842.528,0,0,0,1,4,-123227.823,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas ERS,,2015 ERS AV.  p56 Table 6: Development of Actuarial Value of Assets,,CM,,,,,,,,105,0,0,2015,0,23998481.161,25850542.024,-1108576.015,0,0,0,1,4,513922.677,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas ERS,,2016 ERS AV p 53,,TP,,,,,,,,105,0,0,2016,0,24465580.124,26557130.705,-806314.458,0,0,0,1,4,607627.367,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas LECOS,,,,,,,,,,,,106,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,.04,,,,.04
Texas LECOS,,,,,,,,,,,,106,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas LECOS,,,,,,,,,,,,106,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas LECOS,,,,,,,,,,,,106,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas LECOS,,,,,,,,,,,,106,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas LECOS,,,,,,,,,,,,106,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.035
Texas LECOS,,2013 LECOSRF AV p 19,,JFP,,,,,,,,106,0,0,2013,0,780669.686,843016.798,-38888.067,0,0,0,1,4,,0,.2,1,,,4,2,1,,,,,,.035,,,,.035
Texas LECOS,,2014 LECOSRF AV p 107,,YC,,,,,,,,106,0,0,2014,0,869877.651,883594.932,-22532.586,0,0,0,1,4,,0,.2,1,,,4,2,1,,,,,,,,,,
Texas LECOS,,2015 LECOSRF AV p 120,,CM,,,,,,,,106,0,0,2015,0,844145.3320000001,909249.6139999999,-27650.809,0,0,0,1,4,,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas LECOS,,2016 LECOSRF AV p 118,,TP,,,,,,,,106,0,0,2016,0,860049.223,933534.062,-28927.222,0,0,0,1,4,,0,.2,1,,,4,2,1,,,,,,.035,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,,,,,,,,,,,107,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Municipal,,p. 102 III. Methods and Assumptions: A. Valuation of Assets.  See TMRS_AssetSmoothing excle file for calculation of phase-in amounts.,flow p 7,JP,,80217.891; 24812.579; 34827.074; -12434.245; -74814.285; 33941.905; 3288.179; 71630.328; 25449.151; -24165.166,"The actuarial value of assets is based on the market value of assets with ten-year smoothing applied. This is accomplished by recognizing each year 10% of the difference between the market value of assets and the expected actuarial value of assets, based upon the assumed valuation rate of return. The actuarial value of assets is further adjusted by 33% of any difference between the initial value and a 15% corridor around the market value of assets, if necessary. If the corridor is applicable for a given year, the next year’s expected actuarial value of assets will be determined from the post-corridor adjusted asset value.",,,,,107,0,0,2012,0,20490599.022,19784156.818,56010.59499999997,0,0,1,1,2,,,.1,10,0,0,4,2,1,1.15,.85,,,,,,,,
Texas Municipal,,p. 102 III. Methods and Assumptions: A. Valuation of Assets.  See TMRS_AssetSmoothing excle file for calculation of phase-in amounts.,,JP,,129634.818; 80217.891; 24812.579; 34827.074; -12434.245; -74814.285; 33941.905; 3288.179; 71630.328; 25449.151,"The actuarial value of assets is based on the market value of assets with ten-year smoothing applied. This is accomplished by recognizing each year 10% of the difference between the market value of assets and the expected actuarial value of assets, based upon the assumed valuation rate of return. The actuarial value of assets is further adjusted by 33% of any difference between the initial value and a 15% corridor around the market value of assets, if necessary. If the corridor is applicable for a given year, the next year’s expected actuarial value of assets will be determined from the post-corridor adjusted asset value.",,,,,107,0,0,2013,0,22468633.624,21292991.289,3128.16399999999,0,0,1,1,2,,,.1,10,0,0,4,2,1,1.15,.85,,,,,,,,
Texas Municipal,,p. 102 III. Methods and Assumptions: A. Valuation of Assets.  See TMRS_AssetSmoothing excle file for calculation of phase-in amounts.,,JP,,97143.514; 129634.818; 80217.891; 24812.579; 34827.074; -12434.245; -74814.285; 33941.905; 3288.179; 71630.328,"The actuarial value of assets is based on the market value of assets with ten-year smoothing applied. This is accomplished by recognizing each year 10% of the difference between the market value of assets and the expected actuarial value of assets, based upon the assumed valuation rate of return. The actuarial value of assets is further adjusted by 33% of any difference between the initial value and a 15% corridor around the market value of assets, if necessary. If the corridor is applicable for a given year, the next year’s expected actuarial value of assets will be determined from the post-corridor adjusted asset value.",,,,,107,0,0,2014,0,23727477.926,22860398.815,-26529.36799999978,0,0,1,1,2,,,.1,10,0,0,4,2,1,1.15,.85,,,,,,,,
Texas Municipal,,p. 102 III. Methods and Assumptions: A. Valuation of Assets.  See TMRS_AssetSmoothing excle file for calculation of phase-in amounts.,,JP,,-69623.190; 97143.514; 129634.818; 80217.891; 24812.579; 34827.074; -12434.245; -74814.285; 33941.905; 3288.179,"The actuarial value of assets is based on the market value of assets with ten-year smoothing applied. This is accomplished by recognizing each year 10% of the difference between the market value of assets and the expected actuarial value of assets, based upon the assumed valuation rate of return. The actuarial value of assets is further adjusted by 33% of any difference between the initial value and a 15% corridor around the market value of assets, if necessary. If the corridor is applicable for a given year, the next year’s expected actuarial value of assets will be determined from the post-corridor adjusted asset value.",,,,,107,0,0,2015,0,23708162.58,24347200.578,-54330.67500000005,0,0,1,1,2,,,.1,10,0,0,4,2,1,1.15,.85,,,,,,,,
Texas Municipal,,2016 TMRS AV p 10-12;  See TMRS_AssetSmoothing excle file for calculation of phase-in amounts.,,TP,,-67765.617; -69623.190; 97143.514; 129634.818; 80217.891; 24812.579; 34827.074; -12434.245; -74814.285; 33941.905,"The actuarial value of assets is based on the market value of assets with ten-year smoothing applied. This is accomplished by recognizing each year 10% of the difference between the market value of assets and the expected actuarial value of assets, based upon the assumed valuation rate of return. The actuarial value of assets is further adjusted by 33% of any difference between the initial value and a 15% corridor around the market value of assets, if necessary. If the corridor is applicable for a given year, the next year’s expected actuarial value of assets will be determined from the post-corridor adjusted asset value.",,,,,107,0,0,2016,0,25233205.773,25843567.417,-77170.18099999987,0,0,1,1,2,,,.1,10,0,0,4,2,1,1.15,.85,,,,,,,,
Texas Teachers,,,,,,,,,,,,108,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Teachers,,,,,,,,,,,,108,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Teachers,,,,,,,,,,,,108,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,.03,,,,.04
Texas Teachers,,,,,,,,,,,,108,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,.03,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,.03,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,.03,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,.03,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.0425
Texas Teachers,,,,,,,,,,,,108,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,.035,,,,.0425
Texas Teachers,,p. 34 Table 4 Development of Actuarial Value of Assets,,JP,,0; -1252654.661; -8975205.625; 0; 0,"Offsetting unrecognized gains and losses are immediately recognized, with the shortest remaining bases recognized first and the net remaining bases continue to be recognized on their original timeframe.",,,,,108,0,0,2013,0,117388143.859,121729818.906,-3862244.501,0,0,1,1,4,488907.755,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,
Texas Teachers,,,,JFP,,9818506.584; 0; -751592.797; -3590082.250; 0,"Offsetting unrecognized gains and losses are immediately recognized, with the shortest remaining bases recognized first and the net remaining bases continue to be recognized on their original timeframe.",,,,,108,0,0,2014,0,132779243.085,128397777.855,-4005570.067,0,0,1,1,4,9818506.584000001,0,.8,5,1,1,1,,0,1.2,.8,,,,,,,,
Texas Teachers,,2015 AV P 33-39,,CM,,-10564567.018; 9818506.584; 0; -751592.797; -3590082.250,"Offsetting unrecognized gains and losses are immediately recognized, with the shortest remaining bases recognized first and the net remaining bases continue to be recognized on their original timeframe.",,,,,108,0,0,2015,0,128538706.212,133485187.642,-3795953.927,0,0,1,1,4,-10564567.018,0,.8,5,1,1,1,,0,1.2,.8,,,,.025,,,,
Texas Teachers,,2016 TRS AV P 33,,TP,,-1334527.729; -10564567.018; 9818506.584; 0; -751592.797,"Offsetting unrecognized gains and losses are immediately recognized, with the shortest remaining bases recognized first and the net remaining bases continue to be recognized on their original timeframe.",,,,,108,0,0,2016,0,134008637.473,138786120.728,-3725342.328,0,0,1,1,4,-1334527.729,0,.8,5,1,1,1,,0,1.2,.8,,,,.025,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,,,,,,,,,,,109,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,,p. 73 TABLE V-4 ACTUARIAL VALUE OF ASSETS,Includes all TCRS Assets,JP,,789618.884; -669615.032; 3433750.209; 774928.951; -7194321.386; -2821865.856; 1662783.588; 0; 0; 0,,,,,,109,0,0,2013,0,37566958.382,39249317.926,-729431.9909999999,0,0,0,1,2,789618.884,0,.9,10,1,1,1,,1,1.2,.8,,,,,,,,
TN Political Subdivisions,1,,biennial report in odd fiscal years,,,,,,,,,109,0,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN Political Subdivisions,2,2015 AV p 69,same as p110? Plan changed in 2014 into Public Employee RS,TP,,-1874549.413; 3416440.794; 789618.884; -669615.032; 3433750.209; 774928.951; -7194321.386; -2821865.856; 1662783.588; 0,,,,,,109,0,0,2015,0,43216614.013,42715414.545,-998363.2569999998,0,0,0,1,2,-1874549.413,0,.9,10,1,1,1,,1,1.2,.8,,,,,,,,
TN Political Subdivisions,1,,,,,,,,,,,109,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,,,,,,,,,,,110,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,,p. 73 TABLE V-4 ACTUARIAL VALUE OF ASSETS,Includes all TCRS Assets,JP,,789618.884; -669615.032; 3433750.209; 774928.951; -7194321.386; -2821865.856; 1662783.588; 0; 0; 0,,,,,,110,0,0,2013,0,37566958.382,39249317.926,-729431.9909999999,0,0,0,1,2,789618.884,0,.9,10,1,1,1,,1,1.2,.8,,,,,,,,.035
TN State and Teachers,1,,biennial report in odd fiscal years,,,,,,,,,110,0,0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN State and Teachers,2,2015 AV p 69,data is for Teacher legacy plan not Teacher Retirement Plan / State and HEERP,TP,,-1874549.413; 3416440.794; 789618.884; -669615.032; 3433750.209; 774928.951; -7194321.386; -2821865.856; 1662783.588; 0,,,,,,110,0,0,2015,0,43216614.013,42715414.545,-998363.2569999998,0,0,0,1,2,-1874549.413,0,.9,10,1,1,1,,1,1.2,.8,,,,,,,,
TN State and Teachers,1,,,,,,,,,,,110,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,,,,,,,,,,,111,0,0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of California,,"p. 17 CHART 6 Determination of Actuarial Value of Assets for Year Ended June 30, 2013. p.36 cash flow",,JP,,1746569; -3017759; 4552513; 1803846; -10986902,,,,,,111,0,0,2013,0,45340727,43572353,-182030,0,0,0,1,2,1746569,0,.8,5,1,1,1,,0,,,,,,,,,,.04
University of California,,"p. 17 CHART 6 Determination of Actuarial Value of Assets for Year Ended June 30, 2013. p.36 cash flow",,JP,,4630681; 1746569; -3017759; 4552513; 1803846,,,,,,111,0,0,2014,0,52783867,48327981,-566840,0,0,0,1,2,4630681,0,.8,5,1,1,1,,0,,,,,,,,,,.04
University of California,,2015 AV P 23 P 32,,CM,,-1975404; 4630681; 1746569; -3017759; 4552513,,,,,,111,0,0,2015,0,55055447,53762286,277779,0,0,0,1,2,-1975404,0,.8,5,1,1,1,,0,,,,,,,,,,
University of California,,2016 UCRS AV p 9; 38,,TP,,-5100443; -1975404; 4630681; 1746569; -3017759,,,,,,111,0,0,2016,0,54164531,69305423,213739,0,0,0,1,2,-5100443,0,.8,5,1,1,1,,0,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Noncontributory,,,,,,,,,,,,112,0,0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
