PlanName,DataEntryCode,source_IncomeStatement,notes_IncomeStatement,initials_IncomeStatement_check,FVChange_SecLend,expense_SecLendMgmtFees,FVChange_SecLend_UG,CAFR_check,AV_check,LastYearOfData_check,ppd_id,EEGroupID,TierID,fy,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net
South Dakota PERS,,,,jp,,,,1,1,,101,0,0,2010,96914.19199999989,98347.13499999989,,,,,,195261.326999999,869457.064999999,,99355.754,77784.8929999999,177140.6469999999,4148.24499999999,,,,,,,,,-39638.07,,,,,1206369.21399999,-325951.211,-325951.211,,,,,,,,-29148.0849999999,-3402.07499999999,,,-358501.370999999,,6496634.989
South Dakota PERS,,,,cmg,,,,,,,101,0,0,2011,100179.937999999,98624.7379999999,,,,,,198804.676,1459543.46,,93368.97100000001,95804.13800000001,189173.109,4937.67699999999,,,,,,,,,-37852.258,371.396999999999,,,,1814978.061,-345942.870999999,-345942.870999999,,,,,,,,-25824.829,-3575.85399999999,,,-375343.554,,7936269.496
South Dakota PERS,,,,cm,,,,,,,101,0,0,2012,100484.113,98866.64900000001,,,,,,199350.761999999,-68698.652,,87228.463,116219.557,203448.02,7217.203,,,,,,,,,-35142.279,716.957999999999,,,,306892.011999999,-371417.147999999,-371417.147999999,,,,,,,,-25942.146,-3277.973,,,-400637.266999999,,7842524.241
South Dakota PERS,,,,CM,,,,,,,101,0,0,2013,101678.721,100376.481,,,,,,202055.202,1278299.836,,74193.432,126514.828,200708.26,23274.159,,,,,,,,,-35665.82,1258.076,-377.42,,,1669552.293,-397620.115,-397620.115,,,,,,,,-25160.994,-3588.717,,,-426369.826,,9085706.708000001
South Dakota PERS,,2014 CAFR p 27,,CM,,,,,,,101,0,0,2014,106175.381,112551.482,,,,,,218726.863,1491542.544,,59073.636,141733.122,200806.758,43817.22,,,,,,,,,-33653.689,1045.739,-318.45,,,1921967.687,-425823.928,-425823.928,,,,,,,,-24666.785,-3857.226,,,-454347.939,54228.036,10607554.492
South Dakota PERS,,2015 CAFR p 27,,TP,,,,,,,101,0,0,2015,110152.58,109549.977,,,,,,219702.557,170553.357,,56293.557,163962.812,220256.369,65168.418,,,,,,,,,-21355.848,1492.656,-432.293,,,655385.216,-456297.424,-456297.424,,,,,,,,-26197.447,-3911.222,,,-486406.093,,10776533.615
South Dakota PERS,,,,TF,,,,,,,101,0,0,2016,114443.295,114090.075,,,,,,228533.37,-209983.51,,108298.33,100482.773,208781.103,54191.535,,,,,,,,,-32818.365,3510.674,-845.172,,,251369.635,-487053.001,-487053.001,,,,,,,,-23443.481,-3944.641,,,-514441.123,,10513462.127
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2001,12327.0769999999,18213.595,,,,,,30540.6719999999,-24765.9389999999,,,,,,,,,,,,,,-3911.55099999999,,,,,1863.182,-55968.897,-52296.714,,,,,,,-3672.183,-2436.665,-1286.239,,,-59691.8009999999,,942246.25
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2002,13171.337,21213.347,,,,,,34384.684,-54674.7819999999,,,,,,,,,,,,,,-3476.463,,,,,-23766.561,-60324.0429999999,-57876.7759999999,,,,,,,-2447.26699999999,-3281.32,-1263.68699999999,,,-64869.05,,853610.638999999
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2003,12186.084,19742.7789999999,,,,,,31928.863,179878.492999999,,,,,,,,,,,,,,-3680.90299999999,,,,,208126.453,-64143.396,-61652.472,,,,,,,-2490.924,-7090.729,-1401.99399999999,,,-72636.11900000001,,989100.973
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2004,10825.664,26406.806,,,,,,37232.47,123102.451,,,,,,,,,,,,,,-3590.775,,,,,156744.146,-70601.943,-68008.80100000001,,,,,,,-2593.14199999999,-13274.7559999999,-1391.24299999999,,,-85267.94199999989,,1060577.17699999
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2005,10515.674,23514.266,,,,,,34029.94,67561.41499999991,,,,,,,,,,,,,,-4212.36099999999,,,,,97378.99400000001,-76653.09099999988,-73994.5179999999,,,,,,,-2658.57299999999,-18067.968,-1756.223,,,-96477.28200000001,,1061478.889
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2006,10511.284,19887.8849999999,,,,,,30399.169,133767.541,,,,,,,,,,,,,,-4992.81099999999,,,,,159173.899,-83350.66099999999,-80638.12,,,,,,,-2712.541,-11252.78,-1583.96399999999,,,-96187.4049999999,,1124465.38299999
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2007,10791.58,22445.608,,,,,,33237.188,108230.501,,,,,,,,,,,,,,-5199.595,,,,,136268.094,-89654.65199999999,-86928.394,,,,,,,-2726.25799999999,-18559.04,-1558.874,,,-109772.566,,1150960.911
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2008,11537.258,27854.001,,,,,,39391.254,-255024.136,,,,,,,,,,,,,,-4414.723,,,,,-220047.605,-96633.1319999999,-93852.02099999991,,,,,,,-2781.11099999999,-22910.31,-1576.88,,,-121120.322,,809792.9840000001
St. Louis School Employees,,,,cmg,,,,,,,102,0,0,2009,12131.979,28598.502,,,,,,40730.481,149769.208,,,,,71.39100000000001,,,,,,,,,-3697.24899999999,,,,,186873.831,-99923.78599999989,-97129.2419999999,,,,,,,-2794.54399999999,-3765.085,-1415.026,,,-105103.897,,891562.917999999
St. Louis School Employees,,,,jp,,,,1,2009#sin2010AV,,102,0,0,2010,11188.919,26075.146,,,,,,37264.065,119448.378,,,,,127.426,,,,,,,,,-4019.279,,,,,152820.59,-102086.2889999999,-99277.91899999991,,,,,,,-2808.37,-3203.71399999999,-1499.30199999999,,,-106789.304999999,,937594.2029999991
St. Louis School Employees,,,,cm,,,,,,,102,0,0,2011,11879.052,28720.1929999999,,,,,,40599.245,-1347.768,,,,,131.119,,,,,,,,,-3972.083,,,,,35410.5129999999,-104818.488,-101993.058,,,,,,,-2825.43,-3242.2,-1432.914,,,-109493.602,4574.904000000001,868086.018
St. Louis School Employees,,2012 CAFR p 25,,CM,,,,,,,102,0,0,2012,12147.663,29551.964,,,,,,41699.627,102357.652,,,,,134.812999999999,,,,,,,,,-4292.09,,,,-551.355,139348.647,-104668.618,-101915.867,,,,,,,-2752.751,-4773.609,-1450.265,,,-110892.492,,896542.172999999
St. Louis School Employees,,,,CM,,,,,,,102,0,0,2013,11814.124,37034.907,,,,,,48849.031,133427.945,,,,,138.506,,,,,,,,,-4539.539,,,,214.53,178090.473,-106783.459,-98000.36900000001,-3402.037,,,-2654.895,,,-2726.158,-3690.639,-1441.183,,,-111915.281,,962717.365
St. Louis School Employees,,2014 CAFR p 24,,CM,,,,,,,102,0,0,2014,11887.933,41757.45799999999,,,,,,53645.391,38536.91,,,,,143.754,,,,,,,,,-4792.565,,,,1112.694,88646.18399999999,-108879.427,-99874.101,-3524.388,,,-2784.937,,,-2696.001,-4203.229,-1350.394,,,-114433.05,,936930.499
St. Louis School Employees,,2015 CAFR p 27,,CM,,,,,,,102,0,0,2015,11664.711,40708.503,,,,,,52373.214,-1585.044,,,,,146.007,,,,,,,,,-5306.939,,,,1403.325,47030.563,-108623.243,-99634.429,-3510.745,,,-2877.844,,,-2600.225,-4761.086,-1466.261,,,-114850.59,,868679.049
St. Louis School Employees,,2016 CAFR p 27,,CM,,,,,,,102,0,0,2016,12652.029,39519.97900000001,,,,,,52172.008,48386.611,,,,,150.427,,,,,,,,,-5076.345,,,,1031.395,96664.09600000001,-108388.052,-99419.97500000001,-3479.852,,,-2973.225,,,-2515,-5220.357,-1554.314,,,-115162.723,,850180.422
St. Paul Teachers,,,,kn,,-64.0679999999999,,,,,103,0,0,2001,13152.552,19996.142,3572.726,,,,,36721.42,-43366.1679999999,,10516.6849999999,4329.56499999999,14846.24999999989,,,,,111.755,,,,,-2769.232,5291.894,-5195.739000000001,-5131.671,,5640.18,-53404.649,-48276.142,-761.2240000000001,,,-4349.331,,,-17.952,-794.755999999999,-443.745,,,-54643.15,,824224.9570000001
St. Paul Teachers,,,,kn,,-13.257,,,,,103,0,0,2002,14467.695,20958.4229999999,3257.761,,,,,38683.879,-40285.792,,6081.02199999999,2680.71099999999,8761.73299999998,,,,,81.28400000000001,,,,,-2656.21599999999,330.517,-300.872999999999,-287.615999999999,,4614.532,-58738.7239999999,-53006.2359999999,-766.024999999999,,,-4938.98499999999,,,-27.478,-717.374,-451.75,,,-59907.8479999999,,768931.640999999
St. Paul Teachers,,,,kn,,-45.578,,,,,103,0,0,2003,14222.154,19986.168,3383.761,,,,,37592.0829999999,10460.86,,5284.831,2750.72699999999,8035.55799999999,,,,,49.6749999999999,,,,,-2774.231,853.394999999999,-702.810999999999,-657.232999999999,,53514.529,-63357.0592,-57029.658,-841.567,,,-5431.9992,,,-53.835,-975.684999999999,-473.934,,,-64806.671,,757639.498999999
St. Paul Teachers,,,,kn,,-74.914,,,,,103,0,0,2004,14307.616,20378.3149999999,3392.761,,,,,38078.692,140284.853999999,,4707.243,3259.96399999999,7967.20699999999,,,,,174.794999999999,,,,,-3059.91199999999,989.05,-775.553,-700.639,,183659.133,-67941.92100000002,-61039.171,-1006.552,,,-5844.799,,,-51.399,-938.407,-515.715,,,-69396.04300000001,,871902.589
St. Paul Teachers,,,,kn,,-65.9609999999999,,,,,103,0,0,2005,13586.7189999999,20435.23,3397.761,,,,,37419.71,91055.13899999989,,4836.461,3523.864,8360.325000000001,,,,,3275.157,,,,,-3422.41,2198.847,-2042.92599999999,-1976.96499999999,,136843.842,-72448.20099999989,-65125.1019999999,-1020.828,,,-6243.438,,,-58.8329999999999,-1072.29299999999,-558.572999999999,,,-74079.06699999989,,934667.363999999
St. Paul Teachers,,,,kn,,-82.9489999999999,,,,,103,0,0,2006,13453.021,20615.13,3399.761,,,,,37467.9119999999,104544.984,,4721.75799999999,4023.842,8745.599999999989,,,,,4891.01199999999,,,,,-4609.937,4214.65899999999,-4018.43,-3935.481,,151235.799999999,-78420.22199999988,-70677.56699999989,-870.562999999999,,,-6814.59699999999,,,-57.4949999999999,-1146.861,-590.851999999999,,,-80157.9349999999,,1005745.229
St. Paul Teachers,,,,kn,,-87.8679999999999,,,,,103,0,0,2007,13438.323,20466.2,3651.21599999999,,,,,37555.739,187919.225,,5467.84199999999,4333.32,9801.161999999989,,,,,4820.21699999999,,,,,-5064.712,4956.08,-4749.258,-4661.39,,235238.453,-82809.201,-74687.758,-7313.18,,,-764.047,,,-44.216,-1461.575,-695.7000000000001,,,-84966.47599999989,,1156017.206
St. Paul Teachers,,,,kn,,-143.002999999999,,,,,103,0,0,2008,13642.161,20775.392,3509.32,,,,,37926.873,-92686.05100000001,,6194.50399999999,6614.376,12808.87999999999,,,,,4506.041,,,,,-4767.302,3608.395,-3272.490999999989,-3129.48799999999,,-41875.6549999999,-88273.22100000001,-79868.686,-826.364,,,-7550.24,,,-27.931,-1537.577,-691.157,,,-90501.955,,1023639.596
St. Paul Teachers,,,,kn,,-154.739,,,,,103,0,0,2009,13863.565,21501.237,3343.01299999999,,,,,38707.815,-205555.076,,5017.773,3829.079,8846.852000000001,,,,,4521.216,,,,,-3635.962,1150.226,-786.7280000000001,-631.989,,-156751.657,-92137.47999999989,-83373.53299999989,-794.551,,,-7943.219,,,-26.177,-886.75,-604.7240000000001,,,-93628.9539999999,,773258.9849999991
St. Paul Teachers,,,,jp,,-56.8569999999999,,1,1,,103,0,0,2010,13831.67,21017.8889999999,4108.442,,,,,38958.0009999999,96688.16099999991,,508.461,2961.141,3469.602,,,,,4357.067,,,,,-4594.683,145.11,-11.2869999999999,45.57,,139011.970999999,-95299.30199999992,-86391.61599999991,-667.8719999999991,,,-8213.494000000001,,,-26.32,-1062.53199999999,-602.000999999999,,,-96963.83500000001,,815307.121
St. Paul Teachers,,,,gl,,-30.138,,,,,103,0,0,2011,13745.038,21013.36,4077.14,,,,,38835.538,191687.299,,65.0529999999999,3348.069,3413.122,,,,,4242.83799999999,,,,,-4483.067,34.29,36.05699999999989,66.19499999999989,,233766.076999999,-97287.05500000002,-87997.12300000001,-730.6,,,-8538.486000000001,,,-20.846,-942.756999999999,-722.3970000000001,,,-98952.209,,950120.988999999
St. Paul Teachers,,,,cm,,-37.517,,,,,103,0,0,2012,21451.5449999999,14117.481,3657.83899999999,,,,,39226.8649999999,-7161.707,,4.52299999999999,2907.344,2911.867,,,,,4372.93699999999,,,,,-4148.331,-18.131,68.786,106.303,15.076,35267.362,-101787.659,-91968.94100000001,-702.082999999999,,,-9092.643,,,-23.992,-937.831999999999,-736.446,,,-103461.937,,881926.4139999989
St. Paul Teachers,,,,CM,,-70.545,,,,,103,0,0,2013,15163.538,22779.713,3664.607,,,,,41607.858,109513.942,,735.862,5577.673,6313.535,,,,,3780.142,,,,,-5063.012,110.712,54.056,124.601,.9,156317.323,-103237.869,-92955.144,-658.11,,,-9600.450999999999,,,-24.164,-1172.662,-751.064,,,-105161.595,,933082.142
St. Paul Teachers,,2014 CAFR p 29,,CM,,-34.737,,,,,103,0,0,2014,16563.972,24531.933,10664.607,,,,,51760.512,157580.916,,6966.775,5390.459,12357.234,,,,,2659.902,,,,,-4503.001,101.392,-19.606,15.131,,219937.349,-105742.222,-94934.94500000001,-665.4160000000001,,,-10117.488,,,-24.373,-1103.374,-738.606,,,-107584.202,,1045435.289
St. Paul Teachers,,2015 CAFR p 31,,CM,,-35.558,,,,,103,0,0,2015,17567.065,26045.986,10664.607,,,,,54277.658,15625.098,,5708.138,5357.078,11065.216,,,,,3497.875,,,,,-4515.761,92.849,-8.23,27.328,,80034.705,-108877.858,-97276.97199999999,-749.907,,,-10826.397,,,-24.582,-874.889,-748.614,,,-110501.361,,1014968.633
St. Paul Teachers,,2016 CAFR p 31,,CM,,-47.911,,,,,103,0,0,2016,18538.428,26562.665,10664.607,,,,,55765.7,-8932.879000000001,,4884.027,4890.46,9774.487000000001,,,,,4037.036,,,,,-3516.127,221.272,-108.171,-60.26,.309,57241.627,-111167.037,-99671.48299999999,-589.794,,,-10889.134,,,-16.626,-628.417,-748.996,,,-112544.45,,959665.8100000001
Texas County & District,,,addedrefundstoterminatedmemberscolAT-kmc,kmc,,,,,,,104,0,0,2001,208517.277,270644.95,,,,,,479162.227,-209795.564,,,,444969.02,,,,,,,,,,-5233.77599999999,125146.624,-116597.306,,1766.188,719417.412999999,-308857.2589999999,-246881.133,,,,,,,-61976.1259999999,,-8135.16299999999,,-243.342,-317235.764,,8610644.841
Texas County & District,,,,kmc,,,,,,,104,0,0,2002,224387.814,291313.309,,,,,,515701.123,-288549.293,,,,397826.048,,,,,,,,,,-6744.653,61105.463,-53058.5729999999,,1765.891,628046.0060000001,-273660.985999999,-273660.985999999,,,,,,,,-54517.8329999999,-8379.381999999991,,-233.155,-336791.356,,8901899.491
Texas County & District,,,writeoffuncol'bleunearnedannuuitiesaddedcolumnAT-kmc,kmc,,,,,,,104,0,0,2003,235662.74,315637.689,,,,,,551300.429,1458278.629,,,,336444.829,,,,,,,,,,-8877.462999999991,42293.872,-34974.608,,1827.396,2346293.08399999,-309442.588,-309355.897,,,,,,,-86.691,-56998.095,-9831.601000000001,,-250.246,-376522.74,,10871669.835
Texas County & District,,,,kmc,,,,,,,104,0,0,2004,249968.48,338116.652999999,,,,,,588085.133,1054881.084,,,,337505.449,,,,,,,,,,-13316.905,31816.7959999999,-26465.576,,1760.962,1974266.943,-343058.702999999,-343058.702999999,,,,,,,,-59151.125,-12223.0849999999,,-307.668,-414740.581,,12431196.197
Texas County & District,,,,kmc,,,,,,,104,0,0,2005,259406.309,343108.52,,,,,,602514.829,555307.785999999,,,,353135.852,,,,,,,,,,-14376.67,76480.9119999999,-69910.10000000001,,2040.623,1505193.232,-385912.354999999,-385912.354999999,,,,,,,,-63902.398,-11731.1839999999,,-398.798999999999,-461944.735999999,,13474444.693
Texas County & District,,,*addedpaymenttotermemplytocolAT-kmc,kmc,,,,,,,104,0,0,2006,278179.477,382318.02,,,,,,660497.496999999,1524821.367,,,,364247.373,,,,,,,,,,-20930.4079999999,99224.09699999991,-93803.21799999991,,1061.74399999999,2535118.452,-430533.508,-427970.7,,,,,,,-2562.808,-64792.5179999999,-11100.215,,-505.045999999999,-506931.287,,15502631.8579999
Texas County & District,,,*addedpaymenttotermemplytocolAT-kmc,kmc,,,,,,,104,0,0,2007,303430.433,430335.867,,,,,,733766.3000000001,868336.429,,,,379244.587999999,,,,,,,,,,-28902.1739999999,85788.6659999999,-77796.4389999999,,1243.332,1961680.702,-475778.919,-475427.864,,,,,,,-351.055,-65672.59,-12093.768,,-603.773,-554149.0500000001,,16910163.51
Texas County & District,,,*addednetappr'nfvseclendingtocolumny-kmc,kmc,,,,,,,104,0,0,2008,332040.767999999,460635.617,,,,,,792676.385,-5261557.019,,,,352171.170999999,,,,,-128815.174,,,,,-27844.487,46191.8119999999,-32314.025,,1284.521,-4258206.81599999,-520641.907,-520641.907,,,,,,,,-62979.98,-12746.0669999999,,-747.465,-597138.319,,12054818.375
Texas County & District,,,*addednetappr'nfvseclendingtocolumny-kmc,kmc,,,,,,,104,0,0,2009,354627.083999999,510261.261999999,,,,,,864888.346,2982246.955,,,,258140.204999999,,,,,63073.502,,,,,-26663.1759999999,11107.572,-2703.65099999999,,1357.102,4151446.855,-578763.437999999,-578763.437999999,,,,,,,,-55838.8589999999,-15202.472,,-920.9489999999991,-650725.717999999,,15555539.512
Texas County & District,,,*addednetappr'nfvseclendingtocolumny-kmc,jp,,,,1,1,,104,0,0,2010,357797.427,550102.572,,,,,,907899.998999999,1712863.12299999,,,,283457.777999999,,,,,13576.1659999999,,,,,-31542.62,3106.231,-550.836,,1410.153,2890219.99399999,-633311.461,-633311.461,,,,,,,,-65173.4329999999,-16362.6119999999,,-1152.38899999999,-715999.895,,17729759.611
Texas County & District,,,,cm,,,,,,,104,0,0,2011,347995.321999999,570562.898,,,,,,918558.22,-474108.824,,,,296299.962,,,,,,,,,,-34353.8419999999,4154.18999999999,-279.149,,1402.39899999999,711672.956,-715798.14,-715798.14,,,,,,,,-81183.05100000001,-17009.339,,-1376.03,-815366.5600000001,,17626066.0069999
Texas County & District,,,,CM,,,,,,,104,0,0,2012,353349.947999999,583902.3810000001,,,,,,937252.329,2020561.58,,,,222934.345999999,,,,,,,,,,-34756.245,3581.91899999999,-157.827,,1465.105,3150881.20699999,-790040.1539999991,-790040.1539999991,,,,,,,,-81950.03200000001,-18116.7619999999,,-1524.82,-891631.768,,19885315.4459999
Texas County & District,,,,CM,,,,,,,104,0,0,2013,367313.13,644462.694,,,,,,1011775.824,3137612.454,,,,133168.922,,,,,,,,,,-33486.227,2450.964,-48.847,,1524.722,4253095.506,-879946.561,-879946.561,,,,,,,,-91065.538,-19816.891,,-1625.589,-992454.579,,23145956.373
Texas County & District,,2014 CAFR  p 29,,CM,,,,,,,104,0,0,2014,383186.524,684212.3149999999,,,,,,1067398.839,1501262.812,,,,101371.295,,,,,,,,,,-36460.292,2490.425,3.533,,1588.73,2637648.276,-964456.438,-964456.438,,,,,,,,-82202.75199999999,-20048.081,,-1738.911,-1068446.182,,24715158.467
Texas County & District,,2015 CAFR  p 29,,CM,,,,,,,104,0,0,2015,414806.917,743149.2340000001,,,,,,1157956.151,-229283.232,,,,96120.79700000001,,,,,,,,,,-41601.487,2144.444,-19.05,,2475.483,987793.106,-1069109.567,-1069109.567,,,,,,,,-82058.823,-20215.681,,-1889.834,-1173273.905,,24529677.668
Texas County & District,1,,,cm,,,,,,,104,0,0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas ERS,,,,cmg,,-2161.71999999999,,,,,105,0,0,2001,286981.917,281906.467999999,,,,,26691.749,595580.133999999,-2102922.801,,,,695109.023999999,,,,,,,,,,-8788.614999999991,108986.576,-102654.218,-100492.498,220.776999999999,-814469.123,-829784.65,-825867.11,,,,,,,-3917.54,-91799.59699999991,-11830.3809999999,,-782.360999999999,-934196.988999999,,18061522.186
Texas ERS,,,,cmg,,-2441.00399999999,,,,,105,0,0,2002,319565.490999999,300969.118,,,,,32337.454,652872.062999999,-1796858.311,,,,529114.9579999991,,,,,,,,,,-11635.212,43426.457,-36459.67799999988,-34018.6739999999,263.814,-619275.9089999991,-910597.7860000001,-905420.263,,,,,,,-5177.523,-70030.85799999991,-12499.5589999999,,-795.302,-993923.505,,16447568.765
Texas ERS,,,,cmg,,-2644.88099999999,,,,,105,0,0,2003,324000.056999999,301555.436999999,,,,,37363.877,662919.371,940441.971,,,,522369.455,,,,,,,,,,-14453.89,39516.612,-32256.56899999989,-29611.6879999999,354.747,2118891.697,-1012564.87099999,-1006199.64099999,,,,,,,-6365.23,-73437.8329999999,-12364.102,,-740.933999999999,-1099107.74,,17467352.7219999
Texas ERS,,,,cmg,,-2686,,,,,105,0,0,2004,300155.783,278844.512999999,,,,,45130.342,624130.638,1478546.931,,,,521356.499,,,,,,,,,,-13474.596,35991.3989999999,-27717.271,-25031.271,588.99,2619422.59,-1192262.595,-1184712.996,,,,,,,-7549.599,-83779.001,-12447.538,,-548.654,-1289037.78799999,,18797737.524
Texas ERS,,,,cmg,,-2477.016,,,,,105,0,0,2005,305869.798,276034.663999999,,,,,50019.73300000001,631924.194999999,1718194.81199999,,,,620215.5330000001,,,,,,,,,,-17074.876,94521.67600000001,-84768.5639999999,-82291.54799999989,188.245,2963201.021,-1208600.363,-1200373.003,,,,,,,-8227.360000000001,-89759.6809999999,-13219.65,,-658.625999999999,-1312238.32,,20448700.225
Texas ERS,,,,cmg,,-2506.382,,,,,105,0,0,2006,316197.8838,329802.863,,,,,58605.656,704606.356999999,1069644.848,,,,676717.73,,,,,,,,,,-20353.5149999999,211866.856999999,-200288.221,-197781.839,198.327,2442392.38299999,-1253322.702,-1244181.983,,,,,,,-9140.719000000001,-75614.02800000001,-13263.9339999999,,-779.5890000000001,-1342980.253,,21548112.355
Texas ERS,,,,cmg,,-2273.627,,,,,105,0,0,2007,328038.931999999,329981.05,,,,,48538.4239999999,706558.405999999,1862073.284,,,,758553.920999999,,,,,14810.512,,,,,-25895.182,292098.076999999,-278745.969,-276472.342,207.595,3329660.64399999,-1373713.191,-1294149.334,,,,,,,-79563.857,-7913.66,-15991.079,,-483.615,-1398101.54499999,,23479671.451
Texas ERS,,,,cmg,,-5793.39699999999,,,,,105,0,0,2008,337040.17,342092.148999999,,,,,52774.007,731906.326,-2120854.782,,,,821309.986999999,,,,,6607.53899999999,,,,,-34094.7699999999,249048.799,-216079.973,-210286.576,166.857,-561990.0169999989,-1362182.46999999,-1353284.74799999,,,,,,,-8897.721999999991,-74504.1659999999,-16248.9249999999,,-480.75,-1453416.311,,21464265.123
Texas ERS,,,,cmg,,-5982.018,,,,,105,0,0,2009,353298.711,363022.727,,,,,57135.135,773456.572999999,-2299404.736,,,,674134.76,,,,,8898.91599999999,,,,,-34311.12,62406.493,-27981.966,-21999.948,194.35,-842606.73,-1435235.413,-1425676.486,,,,,,,-9558.926999999991,-70958.144,-17321.28,,-368.502999999999,-1523883.34,,19097775.0529999
Texas ERS,,,,jp,,-962.994,,1,1,,105,0,0,2010,410134.304999999,400251.761,,,,,61583.088,871969.1539999991,700993.030999999,,,,538712.745,,,,,5447.82899999999,,,,,-47007.373,5881.55599999999,-232.019,730.975,158.22,2075923.14299999,-1508670.75299999,-1497502.98099999,,,,,,,-11167.772,-65333.536,-18959.481,,-123.979,-1593087.749,,19580610.447
Texas ERS,,,,cmg,,-633.2380000000001,,,,,105,0,0,2011,425811.038999999,414083.912,,,,,64772.469,904667.42,1920579.49399999,,,,547691.469,,,,,3282.03699999999,,,,,-60347.228,1426.48299999999,2197.465,2830.703,197.794,3319694.93399999,-1597679.057,-1585050.345,,,,,,,-12628.712,-79535.16,-18849.788,,-150.374,-1696214.379,,21204091.002
Texas ERS,,,,cm,,-523.99,,,,,105,0,0,2012,411065.743,347121.275,,,,,70985.963,829172.981,1096852.965,,,,566352.873,,,,,1433.405,,,,,-55631.362,2695.98399999999,2965.785,3489.775,269.021999999999,2444111.65299999,-1716466.583,-1701526.355,,,,,,,-14940.2279999999,-88068.7869999999,-17819.3129999999,,-204.003999999999,-1822558.68699999,,21825643.9679999
Texas ERS,,,,CM,,-751.64,,,,,105,0,0,2013,422588.192,375736.733,,,,,75513.14599999999,873838.071,1583818.222,,,,571051.442,,,,,1221.96,,,,,-65284.509,2119.578,4650.008,5401.648,123.857,2971538.629,-1823062.578,-1806697.536,,,,,,,-16365.042,-86668.136,-18660.935,,-248.937,-1928640.586,,22868542.011
Texas ERS,,2014 CAFR p B40-42,,CM,,-957.3920000000001,,,,,105,0,0,2014,430594.896,482329.018,,,,,80163.84699999999,993087.7610000001,2655804.254,,,,621860.019,,,,,481.326,,,,,-34313.254,1092.035,7437.824,8395.216,160.278,4245610.243,-1936746.609,-1919306.296,,,,,,,-17440.313,-106809.179,-20194.988,,-285.009,-2064035.785,,25050116.469
Texas ERS,,2015 CAFR p B40-42,,TP,,-584.595,,,,,105,0,0,2015,462159.534,500509.987,,,,,84059.353,1046728.874,-471967.104,,,,551912.744,,,,,4283.842,,,,,-32590.57,761.294,4505.137,5089.732,143.716,1103777.933,-2046119.455,-2027130.447,,,,,,,-18989.008,-87166.789,-21839.626,,-287.371,-2155413.241,,23998481.161
Texas ERS,,,,TF,,-325.425,,,,,105,0,0,2016,674677.8860000001,686840.8540000001,,,,,88854.383,1450373.123,719036.784,,,,584391.198,,,,,1490.031,,,,,-34474.289,652.692,2276.137,2601.562,180.817,2723926.493,-2151604.135,-2131227.403,,,,,,,-20376.732,-84444.507,-20448.668,,-330.22,-2256827.53,,24465580.124
Texas LECOS,,,H,cmg,,-75.94499999999989,,,,,106,0,0,2001,0,,,,,,,0,-73928.6089999999,,,,24445.3129999999,,,,,,,,,,-403.107,3833.137,-3610.666,-3534.721,1.94199999999999,-49661.99,-16816.9929999999,-16815.4949999999,,,,,,,-1.498,,-623.374,,-.47,-17440.414,,633713.7120000001
Texas LECOS,,,H,cmg,,-85.0649999999999,,,,,106,0,0,2002,0,5.275,,,,,0,5.275,-62612.938,,,,18450.001,,,,,,,,,,-417.562,1515.279,-1272.416,-1187.351,.14,-44332.347,-20762.303,-20762.303,,,,,,,,,-685.0220000000001,,,-21447.325,,567934.04
Texas LECOS,,,nodataincontributionscolumns-kmc,kmc,,-90.881,,,,,106,0,0,2003,0,0,,,,,,0,32000.1709999999,,,,17951.077,,,,,,,,,,-509.083,1359.40599999999,-1109.909,-1019.028,2.342,49694.004,-22834.1389999999,-22834.1389999999,,,,,,,,,-700.261999999999,,,-23534.401,,594093.643
Texas LECOS,,,nodataincontributionscolumns-kmc,kmc,,-91.247,,,,,106,0,0,2004,0,0,,,,,,0,50385.821,,,,17703.02,,,,,,,,,,-463.815999999999,1222.12899999999,-941.131,-849.884,1.87599999999999,67907.89900000001,-27558.933,-27558.933,,,,,,,,,-630.216,,,-28189.149,,633812.393
