ppd_id,PlanName_check,EEGroupID,EEGroupName_check,TierID,TierName,TierDesc,TierHireDate,TierClosedDate,TierFutureAge,TierFutureTenure,TierFuturePoints,TierFutureDateStart,TierFutureDateEnd,notes_TierBasics,SubTierID,NumberofEEGroups,NumberofTiers,MultipleEEGroupsCoded,EEGroupID_Error,MultipleTiersCoded,TierID_Error
60,Missouri DOT and Highway Patrol,1,Non-Uniformed,4,2011 Tier (2011+),,  1/1/2011,  1/1/8000,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,2,Uniformed Patrol,1,Closed Plan (pre 1997),,1/1/1800, 8/27/1997,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,2,Uniformed Patrol,2,Closed Plan (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,2,Uniformed Patrol,3,Year 2000 Plan (2000-2010),,  7/1/2000,12/31/2010,,,,,,,,2,4,0,0,1,0
60,Missouri DOT and Highway Patrol,2,Uniformed Patrol,4,2011 Tier (2011+),,  1/1/2011,  1/1/8000,,,,,,,,2,4,0,0,1,0
62,Missouri PEERS,0,All Employees,0,,,,,,,,,,,,1,1,0,0,0,0
63,Missouri State Employees,0,All (General) Employees,1,Tier I (pre 1997),,1/1/1800, 8/27/1997,,,,,,,,1,4,0,0,1,0
63,Missouri State Employees,0,All (General) Employees,2,Tier II (1997-2000),, 8/28/1997, 6/30/2000,,,,,,,,1,4,0,0,1,0
63,Missouri State Employees,0,All (General) Employees,3,Tier III (2000-2010),,  7/1/2000,12/31/2010,,,,,,,,1,4,0,0,1,0
63,Missouri State Employees,0,All (General) Employees,4,Tier IV (2011+),,  1/1/2011,  1/1/8000,,,,,,,,1,4,0,0,1,0
64,Missouri Teachers,0,All Employees,0,,,,,,,,,,,,1,1,0,0,0,0
65,Montana PERS,0,All Employee,1,Tier I (pre 2007),,1/1/1800, 6/30/2007,,,,,,,,1,4,0,0,1,0
65,Montana PERS,0,All Employee,2,Tier II (2007-2011),,  7/1/2007, 6/30/2011,,,,,,,,1,4,0,0,1,0
65,Montana PERS,0,All Employee,3,Tier III (20112013),,  7/1/2011, 6/30/2013,,,,,,,,1,4,0,0,1,0
65,Montana PERS,0,All Employee,4,Tier IV (2013+),,  7/1/2013,  1/1/8000,,,,,,,,1,4,0,0,1,0
66,Montana Teachers,0,All Employees,1,Tier 1,,1/1/1800, 6/30/2013,,,,,,,,1,2,0,0,1,0
66,Montana Teachers,0,All Employees,2,Tier 2,,  7/1/2013,  1/1/8000,,,,,,,,1,2,0,0,1,0
67,Nebraska Schools,0,All Employees,1,Hired pre 7/1/1996,,1/1/1800, 6/30/2013,,,,,,,,1,2,0,0,1,0
67,Nebraska Schools,0,All Employees,2,Hired 7/1/2013+,,  7/1/2013,  1/1/8000,,,,,,,,1,2,0,0,1,0
68,Nevada Police Officer and Firefighter,0,All Employees,1,Hired pre 7/1/1985,,1/1/1800, 6/30/1985,,,,,,,,1,3,0,0,1,0
68,Nevada Police Officer and Firefighter,0,All Employees,2,Hired between 7/1/1985 and 12/31/2009,,  7/1/1985,12/31/2009,,,,,,,,1,3,0,0,1,0
68,Nevada Police Officer and Firefighter,0,All Employees,3,2010+,,  1/1/2010,  1/1/8000,,,,,,,,1,3,0,0,1,0
69,Nevada Regular Employees,0,All Employees,1,Hired pre 7/1/1985,,1/1/1800, 6/30/1985,,,,,,,,1,3,0,0,1,0
69,Nevada Regular Employees,0,All Employees,2,Hired between 7/1/1985 and 12/31/2009,,  7/1/1985,12/31/2009,,,,,,,,1,3,0,0,1,0
69,Nevada Regular Employees,0,All Employees,3,2010+,,  1/1/2010,  1/1/8000,,,,,,,,1,3,0,0,1,0
70,New Hampshire Retirement System,1,Group I: general,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,,4,4,1,0,1,0
70,New Hampshire Retirement System,1,Group I: general,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,1,Group I: general,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,1,Group I: general,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,2,Group I: teachers,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,,4,4,1,0,1,0
70,New Hampshire Retirement System,2,Group I: teachers,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,2,Group I: teachers,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,2,Group I: teachers,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,3,Group II: police,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,,4,4,1,0,1,0
70,New Hampshire Retirement System,3,Group II: police,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,3,Group II: police,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,3,Group II: police,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,4,Group II: fire,1,"Tier 1: Hired pre 2009, VESTED by 2012",,1/1/1800, 6/30/2009,,10,,  1/1/2012,  1/1/8000,,,4,4,1,0,1,0
70,New Hampshire Retirement System,4,Group II: fire,2,"Tier 1b: Hired pre 2009, NOTVESTED by 2012",,1/1/1800, 6/30/2009,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,4,Group II: fire,3,"Tier 2: Hired 2009-2011, (Automatically NOTVESTED by 2012)",,  7/1/2009, 6/30/2011,,,,,,,,4,4,1,0,1,0
70,New Hampshire Retirement System,4,Group II: fire,4,Tier 3: Hired post 2011,,  7/1/2011,  1/1/8000,,,,,,,,4,4,1,0,1,0
71,New Jersey PERS,1,General State Employees,1,Class B,Members hired before July 1st 2007,1/1/1800, 6/30/2007,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,1,General State Employees,2,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,1,General State Employees,3,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,1,General State Employees,4,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,1,General State Employees,5,Class G,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,2,General Local Employees,1,Class B,Members hired before July 1st 2007,1/1/1800, 6/30/2007,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,2,General Local Employees,2,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,2,General Local Employees,3,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,2,General Local Employees,4,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/27/2011,,,,,,,,2,5,1,0,1,0
71,New Jersey PERS,2,General Local Employees,5,Class G,Members hired after June 28th 2011., 6/28/2011,  1/1/8000,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,1,State Police and Fire,1,,Members hired on or before January 18th 2000.,1/1/1800, 6/30/1949,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,1,State Police and Fire,2,,Members hired on or before January 18th 2000.,  7/1/1950, 1/18/2000,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,1,State Police and Fire,3,,Members hired after January 18th 2000 and on or before May 21 2010., 1/19/2000, 5/21/2010,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,1,State Police and Fire,4,,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,1,State Police and Fire,5,,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,2,Local Police and Fire,1,,Members hired on or before January 18th 2000.,1/1/1800, 6/30/1949,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,2,Local Police and Fire,2,,Members hired on or before January 18th 2000.,  7/1/1950, 1/18/2000,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,2,Local Police and Fire,3,,Members hired after January 18th 2000 and on or before May 21 2010., 1/19/2000, 5/21/2010,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,2,Local Police and Fire,4,,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,,2,5,1,0,1,0
72,New Jersey Police & Fire,2,Local Police and Fire,5,,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,,2,5,1,0,1,0
73,New Jersey Teachers,0,All Groups,1,Class A,Members hired before July 1st 2007,1/1/1800,12/31/1955,,,,,,,,1,6,0,0,1,0
73,New Jersey Teachers,0,All Groups,2,Class B,Members hired before July 1st 2007,  1/1/1956, 6/30/2007,,,,,,,,1,6,0,0,1,0
73,New Jersey Teachers,0,All Groups,3,Class D,Members hired on or after July 1st 2007 and before November 2nd 2008,  7/1/2007, 11/1/2008,,,,,,,,1,6,0,0,1,0
73,New Jersey Teachers,0,All Groups,4,Class E,Members hired on or after November 2nd 2008 and before May 22nd 2010, 11/2/2008, 5/21/2010,,,,,,,,1,6,0,0,1,0
73,New Jersey Teachers,0,All Groups,5,Class F,Members hired on or after May 22nd 2010 and on or before June 28th 2011, 5/22/2010, 6/28/2011,,,,,,,,1,6,0,0,1,0
73,New Jersey Teachers,0,All Groups,6,Class G,Members hired after June 28th 2011., 6/29/2011,  1/1/8000,,,,,,,,1,6,0,0,1,0
74,New Mexico PERA,1,State General,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,1,State General,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,2,State Police,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,2,State Police,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,3,Municipal General Plan 2,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,3,Municipal General Plan 2,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,4,Municipal General Plan 3,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,4,Municipal General Plan 3,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,5,Municipal Police,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,5,Municipal Police,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,6,Municipal Fire,1,Tier I (pre 2013),,1/1/1800, 6/30/2013,,,,,,,,6,2,1,0,1,0
74,New Mexico PERA,6,Municipal Fire,2,Tier II (2013+),,  7/1/2013,  1/1/8000,,,,,,,,6,2,1,0,1,0
75,New Mexico Educational,0,All Employees,1,Tier 1,,1/1/1800, 6/30/2010,,,,,,,,1,3,0,0,1,0
75,New Mexico Educational,0,All Employees,2,Tier 2,,  7/1/2010, 6/30/2013,,,,,,,,1,3,0,0,1,0
75,New Mexico Educational,0,All Employees,3,Tier 3,,  7/1/2013,  1/1/8000,,,,,,,,1,3,0,0,1,0
76,New York City ERS,1,General,1,Tier 3 (1976-1983),, 7/27/1976, 8/31/1983,,,,,,,,3,3,1,0,1,0
76,New York City ERS,1,General,2,Tier 4 (1983-2012),,  9/1/1983, 3/31/2012,,,,,,,,3,3,1,0,1,0
76,New York City ERS,1,General,3,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,,3,3,1,0,1,0
76,New York City ERS,2,Chapter 96 Plans,0,,,,,,,,,,,,3,1,1,0,0,0
76,New York City ERS,3,Transit,1,Tier 4 (1983-2012),,  9/1/1983, 3/31/2012,,,,,,,,3,2,1,0,1,0
76,New York City ERS,3,Transit,2,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,,3,2,1,0,1,0
77,New York City Teachers,1,Basic Plans,1,Tier I (Pre 1973),,1/1/1800, 6/30/1973,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,1,Basic Plans,2,Tier II (1973-1976),,  7/1/1973, 7/26/1976,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,1,Basic Plans,3,Tier III  (1976-1983),"All Tier III members were later mandated into Tier IV, but maintain their rights.", 7/27/1976, 8/31/1983,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,1,Basic Plans,4,Tier IV A,,  9/1/1983, 12/9/2009,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,1,Basic Plans,5,Tier IV B,,12/10/2009, 3/31/2012,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,1,Basic Plans,6,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,,2,6,1,0,1,0
77,New York City Teachers,2,Age 55 Plans,1,Tier III - Automatically 55/25 provisions,, 7/27/1976, 8/31/1983,,,,,,,,2,4,1,0,1,0
77,New York City Teachers,2,Age 55 Plans,2,Tier IVA - 55/25 provisions,,  9/1/1983, 2/27/2008,,,,,,,,2,4,1,0,1,0
77,New York City Teachers,2,Age 55 Plans,3,Tier IVB - 55/27 provisions,, 2/28/2008, 12/9/2009,,,,,,,,2,4,1,0,1,0
77,New York City Teachers,2,Age 55 Plans,4,Tier IVC - 55/27 provisions 2010+,,12/10/2009, 3/31/2012,,,,,,,,2,4,1,0,1,0
78,New York State Teachers,0,All Employees,1,Tier I (pre 1973),,1/1/1800, 6/30/1973,,,,,,,,1,6,0,0,1,0
78,New York State Teachers,0,All Employees,2,Tier II (1973- 1976),,  7/1/1973, 7/26/1976,,,,,,,,1,6,0,0,1,0
78,New York State Teachers,0,All Employees,3,Tier III (1976- 1983),, 7/27/1976, 8/31/1983,,,,,,,,1,6,0,0,1,0
78,New York State Teachers,0,All Employees,4,Tier IV (1983- 2009),,  9/1/1983,12/31/2009,,,,,,,,1,6,0,0,1,0
78,New York State Teachers,0,All Employees,5,Tier V (2010-2012),,  1/1/2010, 3/31/2012,,,,,,,,1,6,0,0,1,0
78,New York State Teachers,0,All Employees,6,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,,1,6,0,0,1,0
79,North Carolina Local Government,1,General Employees,0,,,,,,,,,,,,3,1,0,0,0,0
79,North Carolina Local Government,2,Law Enforcement,0,,,,,,,,,,,,3,1,0,0,0,0
79,North Carolina Local Government,3,Firefighters,0,,,,,,,,,,,,3,1,0,0,0,0
80,North Carolina Teachers and State Employees,1,Classroom Teachers,1,,,1/1/1800, 7/31/2011,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,1,Classroom Teachers,2,,,  8/1/2011,  1/1/8000,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,2,Other Education,1,,,1/1/1800, 7/31/2011,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,2,Other Education,2,,,  8/1/2011,  1/1/8000,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,3,General Employees,1,,,1/1/1800, 7/31/2011,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,3,General Employees,2,,,  8/1/2011,  1/1/8000,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,4,Law Enforcement Officers,1,,,1/1/1800, 7/31/2011,,,,,,,,4,2,1,0,1,0
80,North Carolina Teachers and State Employees,4,Law Enforcement Officers,2,,,  8/1/2011,  1/1/8000,,,,,,,,4,2,1,0,1,0
81,North Dakota PERS,1,General Employees,0,,,,,,,,,,,,4,1,1,0,0,0
81,North Dakota PERS,2,Judges,0,,,,,,,,,,,,4,1,1,0,0,0
81,North Dakota PERS,3,National Guard,0,,,,,,,,,,,,4,1,1,0,0,0
81,North Dakota PERS,4,Law Enforcement,0,,,,,,,,,,,,4,1,1,0,0,0
82,North Dakota Teachers,0,All Employees,1,Tier 1: Grandfathered,,1/1/1800, 6/30/2008,55,3,, 6/30/2013,  1/1/8000,,1,1,3,0,0,1,0
82,North Dakota Teachers,0,All Employees,2,Tier 1: NonGrandfathered,,1/1/1800, 6/30/2008,,,,,,,,1,3,0,0,1,0
82,North Dakota Teachers,0,All Employees,3,Tier 2: Hired post 2008,,  7/1/2008,  1/1/8000,,,,,,,,1,3,0,0,1,0
83,NY State & Local ERS,0,All Employees,1,Tier 1 (pre 1973),,1/1/1800, 6/30/1973,,,,,,,,1,6,0,0,1,0
83,NY State & Local ERS,0,All Employees,2,Tier 2 (1973-1976),,  7/1/1973, 7/26/1976,,,,,,,,1,6,0,0,1,0
83,NY State & Local ERS,0,All Employees,3,Tier 3 (1976-1983),, 7/27/1976, 8/31/1983,,,,,,,,1,6,0,0,1,0
83,NY State & Local ERS,0,All Employees,4,Tier 4 (1983-2010),,  9/1/1983,12/31/2009,,,,,,,,1,6,0,0,1,0
83,NY State & Local ERS,0,All Employees,5,Tier 5 (2010-2012),,  1/1/2010, 3/31/2012,,,,,,,,1,6,0,0,1,0
83,NY State & Local ERS,0,All Employees,6,Tier 6 (2012+),,  4/1/2012,  1/1/8000,,,,,,,,1,6,0,0,1,0
84,NY State & Local Police & Fire,0,All Employees,1,Tier I (pre 1973),,1/1/1800, 7/30/1973,,,,,,,,1,5,0,0,1,0
84,NY State & Local Police & Fire,0,All Employees,2,Tier II (1973-2009),, 7/31/1973, 6/30/2009,,,,,,,,1,5,0,0,1,0
84,NY State & Local Police & Fire,0,All Employees,3,Tier III (2009-2010),,  7/1/2009,  1/8/2010,,,,,,,,1,5,0,0,1,0
84,NY State & Local Police & Fire,0,All Employees,4,Tier V (2010-2012),,  1/9/2010, 3/31/2012,,,,,,,,1,5,0,0,1,0
84,NY State & Local Police & Fire,0,All Employees,5,Tier VI (2012+),,  4/1/2012,  1/1/8000,,,,,,,,1,5,0,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,1,GroupA1,,1/1/1800,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,2,GroupA2,,1/1/1800,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,3,GroupA3,,1/1/1800,  1/6/2013,,30,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,4,GroupB1,,1/1/1800,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,5,GroupB2,,1/1/1800,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,6,GroupB3,,1/1/1800,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,7,GroupB4,,1/1/1800,  1/6/1993,,20,,1/1/1800,  1/7/2013,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,8,GroupC1,,1/1/1800,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,9,GroupC2,,1/1/1800,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,10,GroupC3,,1/1/1800,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,1,General State Employees-Traditional Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,1,GroupA1,,1/1/1800,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,2,GroupA2,,1/1/1800,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,3,GroupA3,,1/1/1800,  1/6/2013,,30,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,4,GroupB1,,1/1/1800,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,5,GroupB2,,1/1/1800,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,6,GroupB3,,1/1/1800,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,7,GroupB4,,1/1/1800,  1/6/1993,,20,,1/1/1800,  1/7/2013,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,8,GroupC1,,1/1/1800,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,9,GroupC2,,1/1/1800,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,10,GroupC3,,1/1/1800,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,2,General Local Employees-Traditional Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,,6,11,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,1,GroupA1,,1/1/1800,12/31/2012,52,15,,1/1/1800,  1/6/2018,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,2,GroupA2,,1/1/1800,12/31/2012,48,25,,  1/2/1900,  1/6/2018,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,3,GroupB1,,1/1/1800,12/31/2012,52,15,,  1/7/2018,  1/6/2023,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,4,GroupB2,,1/1/1800,12/31/2012,48,25,,  1/7/2018,  1/6/2023,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,5,GroupB3,,1/1/1800,12/31/2012,,20,,1/1/1800,  1/6/2013,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,6,GroupC1,,1/1/1800,12/31/2012,52,15,,  1/7/2023,  1/1/8000,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,7,GroupC2,,1/1/1800,12/31/2012,48,25,,  1/7/2023,  1/1/8000,,,6,8,1,0,1,0
85,Ohio PERS,3,State and Local Public Safety-Traditional Plan,8,GroupC3,,  1/1/2013,  1/1/8000,,,,,,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,1,GroupA1,,1/1/1800,12/31/2012,52,15,,1/1/1800,  1/6/2018,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,2,GroupA2,,1/1/1800,12/31/2012,48,25,,1/1/1800,  1/6/2018,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,3,GroupB1,,1/1/1800,12/31/2012,52,15,,  1/7/2018,  1/6/2023,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,4,GroupB2,,1/1/1800,12/31/2012,48,25,,  1/7/2018,  1/6/2023,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,5,GroupB3,,1/1/1800,12/31/2012,,20,,1/1/1800,  1/6/2013,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,6,GroupC1,,1/1/1800,12/31/2012,52,15,,  1/7/2023,  1/1/8000,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,7,GroupC2,,1/1/1800,12/31/2012,48,25,,  1/7/2023,  1/1/8000,,,6,8,1,0,1,0
85,Ohio PERS,4,State and Local Law Enforcement-Traditional Plan,8,GroupC3,,  1/1/2013,  1/1/8000,,,,,,,,6,8,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,1,GroupA1,,  1/1/2003,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,2,GroupA2,,  1/1/2003,  1/6/2013,55,25,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,3,GroupA3,,  1/1/2003,  1/6/2013,,30,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,4,GroupB1,,  1/1/2003,  1/6/2013,60,5,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,5,GroupB2,,  1/1/2003,  1/6/2013,55,25,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,6,GroupB3,,  1/1/2003,  1/6/2013,,30,,  1/7/2018,  1/7/2023,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,7,GroupB4,,  1/1/2003,  1/6/1993,,20,,1/1/1800,  1/7/2013,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,8,GroupC1,,  1/1/2003,  1/6/2013,60,5,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,9,GroupC2,,  1/1/2003,  1/6/2013,55,25,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,10,GroupC3,,  1/1/2003,  1/6/2013,,30,,  1/8/2023,  1/1/8000,,,6,11,1,0,1,0
85,Ohio PERS,5,General State Employees-Combined Plan,11,GroupC4,,  1/7/2013,  1/1/8000,,,,,,,,6,11,1,0,1,0
85,Ohio PERS,6,General Local Employees-Combined Plan,1,GroupA1,,  1/1/2003,  1/6/2013,60,5,,1/1/1800,  1/7/2018,,,6,11,1,0,1,0
